"Date","Demographic.Level","Not.at.all","Somewhat","Moderately","Very.much.so","Completely"
"18.3.24","Black Brexit Party",29,4,66,0,0
"18.3.24","Black Conservatives",4,65,28,3,0
"18.3.24","Black Greens",80,0,20,0,0
"18.3.24","Black Labour",15,41,33,11,0
"18.3.24","Black Liberal Democrats",0,0,67,33,0
"18.3.24","Black Other",0,100,0,0,0
"18.3.24","Black SNP",0,0,100,0,0
"18.3.24","Mixed Brexit Party",31,0,69,0,0
"18.3.24","Mixed Conservatives",13,44,43,0,0
"18.3.24","Mixed Greens",44,0,56,0,0
"18.3.24","Mixed Labour",23,45,28,3,0
"18.3.24","Mixed Liberal Democrats",5,0,95,0,0
"18.3.24","Mixed Other",0,100,0,0,0
"18.3.24","Mixed SNP",8,0,92,0,0
"18.3.24","Other Brexit Party",66,34,0,0,0
"18.3.24","Other Conservatives",69,25,6,0,0
"18.3.24","Other Greens",100,0,0,0,0
"18.3.24","Other Labour",70,26,4,0,0
"18.3.24","Other Liberal Democrats",0,44,0,56,0
"18.3.24","Other Ethnicity Other Party",63,37,0,0,0
"18.3.24","Other SNP",78,10,0,11,0
"18.3.24","White Brexit Party",33,36,32,0,0
"18.3.24","White Conservatives",26,31,32,11,0
"18.3.24","White Greens",13,49,30,8,1
"18.3.24","White Labour",18,41,31,10,0
"18.3.24","White Liberal Democrats",12,29,39,20,0
"18.3.24","White Other",35,21,30,14,0
"18.3.24","White SNP",25,40,25,10,0
"19.2.24","National",23,33,31,11,2
"19.2.24","Female",24,39,29,7,1
"19.2.24","Male",22,28,33,14,3
"19.2.24","18-24",20,52,22,5,1
"19.2.24","25-49",25,35,31,8,0
"19.2.24","50-64",26,28,34,10,2
"19.2.24","65+",18,29,33,16,4
"19.2.24","Asian",25,34,33,8,0
"19.2.24","Black",14,25,22,16,24
"19.2.24","Mixed",8,40,42,10,0
"19.2.24","Other Ethnicity",26,16,15,43,0
"19.2.24","White",24,34,32,9,1
"19.2.24","Brexit Party",38,46,16,0,0
"19.2.24","Conservatives",24,28,33,11,3
"19.2.24","Greens",32,49,13,7,0
"19.2.24","Labour",23,38,29,9,0
"19.2.24","Liberal Democrats",16,35,28,19,1
"19.2.24","Other Party",13,39,37,11,0
"19.2.24","SNP",24,26,46,4,0
"19.2.24","Female 18-24",17,62,15,6,0
"19.2.24","Female 25-49",26,39,29,6,0
"19.2.24","Female 50-64",28,33,30,8,0
"19.2.24","Female 65+",20,35,34,10,1
"19.2.24","Male 18-24",23,43,28,4,2
"19.2.24","Male 25-49",25,31,33,11,0
"19.2.24","Male 50-64",24,22,38,13,3
"19.2.24","Male 65+",17,23,32,22,7
"19.2.24","Female Asian",31,34,33,2,0
"19.2.24","Female Black",24,32,23,21,0
"19.2.24","Female Mixed",14,56,21,10,0
"19.2.24","Female Other",65,2,18,15,0
"19.2.24","Female White",22,40,30,7,1
"19.2.24","Male Asian",18,33,34,16,0
"19.2.24","Male Black",7,20,21,12,41
"19.2.24","Male Mixed",2,24,64,10,0
"19.2.24","Male Other",3,24,13,59,0
"19.2.24","Male White",26,28,34,11,1
"19.2.24","Female Brexit Party",29,52,19,0,0
"19.2.24","Female Conservatives",23,35,36,7,0
"19.2.24","Female Greens",31,52,11,7,0
"19.2.24","Female Labour",25,43,24,7,1
"19.2.24","Female Liberal Democrats",20,40,22,17,1
"19.2.24","Female Other",14,47,40,0,0
"19.2.24","Female SNP",31,28,40,2,0
"19.2.24","Male Brexit Party",42,43,15,0,0
"19.2.24","Male Conservatives",25,23,31,14,6
"19.2.24","Male Greens",33,45,15,6,0
"19.2.24","Male Labour",20,32,36,13,0
"19.2.24","Male Liberal Democrats",13,31,34,21,1
"19.2.24","Male Other",13,34,35,18,0
"19.2.24","Male SNP",17,25,53,6,0
"19.2.24","18-24 Asian",31,35,27,7,0
"19.2.24","18-24 Black",12,47,13,13,14
"19.2.24","18-24 Mixed",5,57,37,0,0
"19.2.24","18-24 Other",39,29,0,31,0
"19.2.24","18-24 White",19,56,22,3,0
"19.2.24","25-49 Asian",24,34,35,7,0
"19.2.24","25-49 Black",20,29,35,16,0
"19.2.24","25-49 Mixed",12,41,35,13,0
"19.2.24","25-49 Other",45,33,13,8,0
"19.2.24","25-49 White",26,35,30,8,0
"19.2.24","50-64 Asian",16,44,35,5,0
"19.2.24","50-64 Black",14,20,24,19,24
"19.2.24","50-64 Mixed",18,70,0,12,0
"19.2.24","50-64 Other",0,0,100,0,0
"19.2.24","50-64 White",28,27,34,11,1
"19.2.24","65+ Asian",34,13,34,20,0
"19.2.24","65+ Black",9,16,12,15,47
"19.2.24","65+ Mixed",5,30,54,11,0
"19.2.24","65+ Other",17,7,0,75,0
"19.2.24","65+ White",20,32,35,11,1
"19.2.24","18-24 Brexit Party",12,82,6,0,0
"19.2.24","18-24 Conservatives",26,32,34,4,4
"19.2.24","18-24 Greens",42,58,0,0,0
"19.2.24","18-24 Labour",21,52,20,7,0
"19.2.24","18-24 Liberal Democrats",0,98,0,2,0
"19.2.24","18-24 Other",13,84,3,0,0
"19.2.24","18-24 SNP",17,25,58,0,0
"19.2.24","25-49 Brexit Party",48,24,28,0,0
"19.2.24","25-49 Conservatives",25,31,34,10,1
"19.2.24","25-49 Greens",37,46,14,3,0
"19.2.24","25-49 Labour",26,39,28,8,0
"19.2.24","25-49 Liberal Democrats",21,33,33,12,0
"19.2.24","25-49 Other",10,37,35,17,0
"19.2.24","25-49 SNP",25,32,41,2,0
"19.2.24","50-64 Brexit Party",50,29,21,0,0
"19.2.24","50-64 Conservatives",27,26,35,8,3
"19.2.24","50-64 Greens",28,35,21,16,0
"19.2.24","50-64 Labour",22,31,36,11,0
"19.2.24","50-64 Liberal Democrats",19,30,31,18,1
"19.2.24","50-64 Other",30,18,30,22,0
"19.2.24","50-64 SNP",30,16,46,9,0
"19.2.24","65+ Brexit Party",21,75,4,0,0
"19.2.24","65+ Conservatives",21,27,33,13,6
"19.2.24","65+ Greens",16,68,7,8,0
"19.2.24","65+ Labour",15,29,37,17,1
"19.2.24","65+ Liberal Democrats",10,19,29,39,3
"19.2.24","65+ Other",2,45,54,0,0
"19.2.24","65+ SNP",19,23,50,8,0
"19.2.24","Asian Brexit Party",0,100,0,0,0
"19.2.24","Asian Conservatives",21,24,42,13,0
"19.2.24","Asian Greens",0,100,0,0,0
"19.2.24","Asian Labour",40,36,20,3,0
"19.2.24","Asian Liberal Democrats",0,39,43,18,0
"19.2.24","Asian Other",56,0,44,0,0
"19.2.24","Asian SNP",0,24,76,0,0
"19.2.24","Black Brexit Party",0,22,78,0,0
"19.2.24","Black Conservatives",7,11,14,17,51
"19.2.24","Black Greens",0,100,0,0,0
"19.2.24","Black Labour",34,36,20,10,0
"19.2.24","Black Liberal Democrats",0,31,28,41,0
"19.2.24","Black Other",0,100,0,0,0
"19.2.24","Black SNP",0,0,100,0,0
"19.2.24","Mixed Brexit Party",0,88,12,0,0
"19.2.24","Mixed Conservatives",0,34,66,0,0
"19.2.24","Mixed Greens",0,100,0,0,0
"19.2.24","Mixed Labour",24,56,21,0,0
"19.2.24","Mixed Liberal Democrats",0,14,0,86,0
"19.2.24","Mixed Other",0,52,48,0,0
"19.2.24","Mixed SNP",24,0,76,0,0
"19.2.24","Other Brexit Party",12,68,20,0,0
"19.2.24","Other Conservatives",27,13,11,49,0
"19.2.24","Other Greens",0,85,15,0,0
"19.2.24","Other Labour",39,3,17,40,0
"19.2.24","Other Liberal Democrats",0,21,17,62,0
"19.2.24","Other Ethnicity Other Party",24,47,29,0,0
"19.2.24","Other SNP",13,54,33,0,0
"19.2.24","White Brexit Party",46,40,14,0,0
"19.2.24","White Conservatives",26,30,33,9,1
"19.2.24","White Greens",40,36,15,8,0
"19.2.24","White Labour",19,39,32,9,0
"19.2.24","White Liberal Democrats",20,37,29,13,1
"19.2.24","White Other",10,37,39,14,0
"19.2.24","White SNP",28,28,39,5,0
"22.1.24","National",27,33,29,10,1
"22.1.24","Female",26,36,31,7,0
"22.1.24","Male",29,29,28,13,1
"22.1.24","18-24",28,40,24,8,0
"22.1.24","25-49",24,36,30,9,1
"22.1.24","50-64",25,27,31,15,1
"22.1.24","65+",32,30,29,8,0
"22.1.24","Asian",31,31,30,7,0
"22.1.24","Black",45,9,19,22,5
"22.1.24","Mixed",57,18,21,5,0
"22.1.24","Other Ethnicity",70,17,10,3,0
"22.1.24","White",22,36,31,10,0
"22.1.24","Brexit Party",41,43,12,4,0
"22.1.24","Conservatives",31,32,27,9,1
"22.1.24","Greens",28,40,20,11,0
"22.1.24","Labour",27,31,32,10,0
"22.1.24","Liberal Democrats",12,34,37,16,1
"22.1.24","Other Party",19,41,30,9,0
"22.1.24","SNP",22,38,27,14,0
"22.1.24","Female 18-24",24,41,27,8,0
"22.1.24","Female 25-49",24,41,28,7,1
"22.1.24","Female 50-64",27,29,33,11,1
"22.1.24","Female 65+",28,35,34,3,0
"22.1.24","Male 18-24",31,39,21,8,0
"22.1.24","Male 25-49",25,31,32,11,1
"22.1.24","Male 50-64",24,25,30,20,1
"22.1.24","Male 65+",37,25,25,12,1
"22.1.24","Female Asian",32,34,29,5,0
"22.1.24","Female Black",36,9,28,19,8
"22.1.24","Female Mixed",55,23,21,1,0
"22.1.24","Female Other",56,25,10,9,0
"22.1.24","Female White",22,39,32,6,0
"22.1.24","Male Asian",31,28,31,10,1
"22.1.24","Male Black",52,10,12,23,2
"22.1.24","Male Mixed",59,12,20,9,0
"22.1.24","Male Other",78,13,10,0,0
"22.1.24","Male White",23,32,31,14,1
"22.1.24","Female Brexit Party",32,49,13,6,0
"22.1.24","Female Conservatives",28,37,29,5,1
"22.1.24","Female Greens",34,44,19,2,0
"22.1.24","Female Labour",26,32,35,7,0
"22.1.24","Female Liberal Democrats",15,43,31,11,0
"22.1.24","Female Other",20,46,27,7,0
"22.1.24","Female SNP",17,40,31,12,0
"22.1.24","Male Brexit Party",46,40,12,2,0
"22.1.24","Male Conservatives",34,27,25,12,1
"22.1.24","Male Greens",21,36,22,21,0
"22.1.24","Male Labour",29,28,29,13,0
"22.1.24","Male Liberal Democrats",10,27,42,19,2
"22.1.24","Male Other",19,39,32,10,0
"22.1.24","Male SNP",26,36,22,16,0
"22.1.24","18-24 Asian",37,33,28,2,0
"22.1.24","18-24 Black",0,0,40,60,0
"22.1.24","18-24 Mixed",89,9,0,2,0
"22.1.24","18-24 Other",59,40,0,1,0
"22.1.24","18-24 White",23,47,25,5,0
"22.1.24","25-49 Asian",32,31,31,4,1
"22.1.24","25-49 Black",20,16,30,27,7
"22.1.24","25-49 Mixed",16,61,6,17,0
"22.1.24","25-49 Other",53,13,24,11,0
"22.1.24","25-49 White",23,38,31,8,0
"22.1.24","50-64 Asian",22,22,29,26,0
"22.1.24","50-64 Black",7,21,25,32,15
"22.1.24","50-64 Mixed",76,0,22,1,0
"22.1.24","50-64 Other",53,19,28,0,0
"22.1.24","50-64 White",25,28,32,14,0
"22.1.24","65+ Asian",32,42,27,0,0
"22.1.24","65+ Black",99,1,0,0,0
"22.1.24","65+ Mixed",66,0,34,0,0
"22.1.24","65+ Other",86,14,0,0,0
"22.1.24","65+ White",19,36,34,10,1
"22.1.24","18-24 Brexit Party",0,94,0,6,0
"22.1.24","18-24 Conservatives",38,28,21,13,0
"22.1.24","18-24 Greens",4,87,0,9,0
"22.1.24","18-24 Labour",32,34,28,7,0
"22.1.24","18-24 Liberal Democrats",18,38,38,6,0
"22.1.24","18-24 Other",0,94,0,6,0
"22.1.24","18-24 SNP",0,94,0,6,0
"22.1.24","25-49 Brexit Party",44,39,14,3,0
"22.1.24","25-49 Conservatives",24,39,28,8,2
"22.1.24","25-49 Greens",36,30,20,13,0
"22.1.24","25-49 Labour",26,32,32,10,0
"22.1.24","25-49 Liberal Democrats",16,41,35,8,0
"22.1.24","25-49 Other",26,49,21,3,0
"22.1.24","25-49 SNP",24,31,33,12,0
"22.1.24","50-64 Brexit Party",36,56,0,7,0
"22.1.24","50-64 Conservatives",29,24,31,14,2
"22.1.24","50-64 Greens",22,24,45,8,0
"22.1.24","50-64 Labour",26,27,30,15,1
"22.1.24","50-64 Liberal Democrats",6,30,40,24,0
"22.1.24","50-64 Other",22,28,35,15,0
"22.1.24","50-64 SNP",25,31,32,12,0
"22.1.24","65+ Brexit Party",50,26,25,0,0
"22.1.24","65+ Conservatives",37,32,25,6,0
"22.1.24","65+ Greens",40,49,0,12,0
"22.1.24","65+ Labour",29,25,41,5,0
"22.1.24","65+ Liberal Democrats",10,26,37,23,4
"22.1.24","65+ Other",16,29,44,11,0
"22.1.24","65+ SNP",32,13,28,27,0
"22.1.24","Asian Brexit Party",0,100,0,0,0
"22.1.24","Asian Conservatives",30,31,25,14,0
"22.1.24","Asian Greens",49,51,0,0,0
"22.1.24","Asian Labour",43,23,29,3,1
"22.1.24","Asian Liberal Democrats",13,13,65,9,0
"22.1.24","Asian Other",0,100,0,0,0
"22.1.24","Asian SNP",0,74,26,0,0
"22.1.24","Black Brexit Party",49,7,0,44,0
"22.1.24","Black Conservatives",55,6,10,19,10
"22.1.24","Black Greens",52,0,0,48,0
"22.1.24","Black Labour",37,17,40,6,0
"22.1.24","Black Liberal Democrats",35,0,17,48,0
"22.1.24","Black Other",13,77,0,11,0
"22.1.24","Black SNP",26,0,0,74,0
"22.1.24","Mixed Brexit Party",12,26,61,0,0
"22.1.24","Mixed Conservatives",88,12,0,0,0
"22.1.24","Mixed Greens",48,0,0,52,0
"22.1.24","Mixed Labour",32,28,33,7,0
"22.1.24","Mixed Liberal Democrats",23,0,62,15,0
"22.1.24","Mixed Other",9,34,57,0,0
"22.1.24","Mixed SNP",0,58,42,0,0
"22.1.24","Other Brexit Party",73,27,0,0,0
"22.1.24","Other Conservatives",99,1,0,0,0
"22.1.24","Other Greens",73,27,0,0,0
"22.1.24","Other Labour",53,5,31,11,0
"22.1.24","Other Liberal Democrats",9,91,0,0,0
"22.1.24","Other Ethnicity Other Party",16,84,0,0,0
"22.1.24","Other SNP",29,47,24,0,0
"22.1.24","White Brexit Party",44,42,13,2,0
"22.1.24","White Conservatives",24,36,31,9,0
"22.1.24","White Greens",22,44,26,9,0
"22.1.24","White Labour",24,33,32,11,0
"22.1.24","White Liberal Democrats",10,38,36,15,1
"22.1.24","White Other",22,32,35,11,0
"22.1.24","White SNP",25,35,28,13,0
"4.3.24","National",25,33,31,10,1
"4.3.24","Female",24,35,33,7,0
"4.3.24","Male",25,32,30,12,1
"4.3.24","18-24",18,40,28,10,3
"4.3.24","25-49",26,35,30,9,0
"4.3.24","50-64",26,33,30,10,0
"4.3.24","65+",25,29,34,11,1
"4.3.24","Asian",27,24,36,10,3
"4.3.24","Black",15,43,38,3,0
"4.3.24","Mixed",46,19,25,10,0
"4.3.24","Other Ethnicity",39,34,8,16,3
"4.3.24","White",24,34,32,10,1
"4.3.24","Brexit Party",54,31,12,3,0
"4.3.24","Conservatives",28,30,33,8,1
"4.3.24","Greens",35,25,30,9,0
"4.3.24","Labour",23,38,28,10,1
"4.3.24","Liberal Democrats",11,34,38,18,0
"4.3.24","Other Party",36,19,37,9,0
"4.3.24","SNP",20,45,25,7,2
"4.3.24","Female 18-24",17,47,28,7,2
"4.3.24","Female 25-49",27,37,31,4,0
"4.3.24","Female 50-64",26,31,34,8,0
"4.3.24","Female 65+",22,31,35,11,1
"4.3.24","Male 18-24",20,33,28,14,5
"4.3.24","Male 25-49",24,33,29,13,1
"4.3.24","Male 50-64",27,34,26,13,1
"4.3.24","Male 65+",27,28,34,11,1
"4.3.24","Female Asian",35,23,36,4,2
"4.3.24","Female Black",22,36,42,0,0
"4.3.24","Female Mixed",38,13,30,19,0
"4.3.24","Female Other",11,49,8,32,0
"4.3.24","Female White",23,37,33,7,0
"4.3.24","Male Asian",20,25,35,16,5
"4.3.24","Male Black",10,48,36,6,0
"4.3.24","Male Mixed",53,26,21,0,0
"4.3.24","Male Other",56,25,8,7,5
"4.3.24","Male White",24,32,30,14,1
"4.3.24","Female Brexit Party",50,32,17,0,0
"4.3.24","Female Conservatives",26,29,38,6,0
"4.3.24","Female Greens",39,16,39,6,0
"4.3.24","Female Labour",24,43,25,7,1
"4.3.24","Female Liberal Democrats",9,36,43,12,0
"4.3.24","Female Other",37,25,32,6,0
"4.3.24","Female SNP",26,48,16,11,0
"4.3.24","Male Brexit Party",56,31,9,4,0
"4.3.24","Male Conservatives",29,30,29,10,2
"4.3.24","Male Greens",30,35,21,14,0
"4.3.24","Male Labour",22,33,30,14,1
"4.3.24","Male Liberal Democrats",12,32,33,23,0
"4.3.24","Male Other",35,15,39,11,0
"4.3.24","Male SNP",15,43,34,4,5
"4.3.24","18-24 Asian",12,27,37,2,22
"4.3.24","18-24 Black",0,73,27,0,0
"4.3.24","18-24 Mixed",30,33,11,25,0
"4.3.24","18-24 Other",28,51,4,0,17
"4.3.24","18-24 White",20,39,29,12,0
"4.3.24","25-49 Asian",30,23,38,9,0
"4.3.24","25-49 Black",26,36,30,8,0
"4.3.24","25-49 Mixed",27,28,38,7,0
"4.3.24","25-49 Other",12,74,14,0,0
"4.3.24","25-49 White",26,36,29,9,1
"4.3.24","50-64 Asian",30,18,38,14,0
"4.3.24","50-64 Black",40,45,10,5,0
"4.3.24","50-64 Mixed",6,25,69,0,0
"4.3.24","50-64 Other",3,66,30,0,0
"4.3.24","50-64 White",26,32,30,11,1
"4.3.24","65+ Asian",32,33,21,14,0
"4.3.24","65+ Black",0,38,62,0,0
"4.3.24","65+ Mixed",66,10,15,9,0
"4.3.24","65+ Other",65,0,0,32,2
"4.3.24","65+ White",20,33,37,10,1
"4.3.24","18-24 Brexit Party",20,68,13,0,0
"4.3.24","18-24 Conservatives",30,24,13,18,14
"4.3.24","18-24 Greens",32,28,40,0,0
"4.3.24","18-24 Labour",14,51,23,12,0
"4.3.24","18-24 Liberal Democrats",16,10,74,0,0
"4.3.24","18-24 Other",37,31,32,0,0
"4.3.24","18-24 SNP",1,58,38,0,2
"4.3.24","25-49 Brexit Party",61,12,16,10,0
"4.3.24","25-49 Conservatives",27,31,36,6,1
"4.3.24","25-49 Greens",38,31,21,10,0
"4.3.24","25-49 Labour",27,37,26,9,1
"4.3.24","25-49 Liberal Democrats",9,40,38,13,0
"4.3.24","25-49 Other",25,22,32,21,0
"4.3.24","25-49 SNP",31,43,21,5,0
"4.3.24","50-64 Brexit Party",59,22,19,0,0
"4.3.24","50-64 Conservatives",30,33,27,8,1
"4.3.24","50-64 Greens",25,29,33,13,0
"4.3.24","50-64 Labour",24,32,34,9,1
"4.3.24","50-64 Liberal Democrats",11,33,33,23,0
"4.3.24","50-64 Other",36,13,43,8,0
"4.3.24","50-64 SNP",12,48,29,11,0
"4.3.24","65+ Brexit Party",49,50,1,0,0
"4.3.24","65+ Conservatives",26,27,38,8,0
"4.3.24","65+ Greens",46,0,42,11,0
"4.3.24","65+ Labour",18,34,30,15,2
"4.3.24","65+ Liberal Democrats",10,35,29,26,0
"4.3.24","65+ Other",47,16,37,0,0
"4.3.24","65+ SNP",19,36,19,14,12
"4.3.24","Asian Brexit Party",9,0,91,0,0
"4.3.24","Asian Conservatives",24,19,31,17,9
"4.3.24","Asian Greens",15,47,0,38,0
"4.3.24","Asian Labour",44,27,25,4,0
"4.3.24","Asian Liberal Democrats",0,0,100,0,0
"4.3.24","Asian Other",46,0,24,31,0
"4.3.24","Asian SNP",0,100,0,0,0
"4.3.24","Black Brexit Party",11,57,31,0,0
"4.3.24","Black Conservatives",19,21,60,0,0
"4.3.24","Black Greens",0,80,20,0,0
"4.3.24","Black Labour",18,46,27,9,0
"4.3.24","Black Liberal Democrats",0,100,0,0,0
"4.3.24","Black Other",15,0,54,31,0
"4.3.24","Black SNP",0,100,0,0,0
"4.3.24","Mixed Brexit Party",81,0,19,0,0
"4.3.24","Mixed Conservatives",57,0,43,0,0
"4.3.24","Mixed Greens",89,11,0,0,0
"4.3.24","Mixed Labour",4,52,11,33,0
"4.3.24","Mixed Liberal Democrats",96,0,4,0,0
"4.3.24","Mixed Other",91,0,9,0,0
"4.3.24","Mixed SNP",0,100,0,0,0
"4.3.24","Other Brexit Party",66,0,34,0,0
"4.3.24","Other Conservatives",49,32,0,16,3
"4.3.24","Other Greens",17,0,72,11,0
"4.3.24","Other Labour",33,49,10,8,0
"4.3.24","Other Liberal Democrats",0,33,20,46,0
"4.3.24","Other Ethnicity Other Party",86,0,14,0,0
"4.3.24","Other SNP",55,0,0,6,39
"4.3.24","White Brexit Party",59,35,2,4,0
"4.3.24","White Conservatives",26,33,33,8,0
"4.3.24","White Greens",38,21,34,7,0
"4.3.24","White Labour",21,38,29,10,1
"4.3.24","White Liberal Democrats",9,35,36,20,0
"4.3.24","White Other",31,23,39,6,0
"4.3.24","White SNP",24,35,31,9,1
"5.2.24","National",23,36,31,9,1
"5.2.24","Female",22,40,30,8,1
"5.2.24","Male",24,31,33,11,1
"5.2.24","18-24",23,43,27,7,0
"5.2.24","25-49",24,37,29,9,1
"5.2.24","50-64",25,31,32,12,0
"5.2.24","65+",20,35,35,9,1
"5.2.24","Asian",27,40,28,6,0
"5.2.24","Black",5,38,45,9,2
"5.2.24","Mixed",17,19,61,2,1
"5.2.24","Other Ethnicity",39,38,20,1,2
"5.2.24","White",23,36,30,10,1
"5.2.24","Brexit Party",33,28,35,0,3
"5.2.24","Conservatives",24,34,32,9,0
"5.2.24","Greens",29,43,22,4,2
"5.2.24","Labour",23,37,30,10,1
"5.2.24","Liberal Democrats",14,41,33,10,2
"5.2.24","Other Party",34,32,23,10,2
"5.2.24","SNP",22,32,37,10,0
"5.2.24","Female 18-24",22,50,23,5,0
"5.2.24","Female 25-49",22,42,27,9,1
"5.2.24","Female 50-64",26,34,30,9,1
"5.2.24","Female 65+",18,39,37,6,1
"5.2.24","Male 18-24",23,36,31,9,1
"5.2.24","Male 25-49",26,33,32,9,1
"5.2.24","Male 50-64",24,28,33,14,0
"5.2.24","Male 65+",21,31,34,12,2
"5.2.24","Female Asian",26,44,25,4,0
"5.2.24","Female Black",9,39,38,13,0
"5.2.24","Female Mixed",15,22,61,1,0
"5.2.24","Female Other",27,47,22,0,4
"5.2.24","Female White",22,40,29,8,1
"5.2.24","Male Asian",27,35,30,8,0
"5.2.24","Male Black",2,38,50,5,4
"5.2.24","Male Mixed",19,16,61,2,2
"5.2.24","Male Other",46,32,19,2,0
"5.2.24","Male White",24,31,31,13,1
"5.2.24","Female Brexit Party",16,70,15,0,0
"5.2.24","Female Conservatives",22,39,32,6,1
"5.2.24","Female Greens",28,48,24,0,0
"5.2.24","Female Labour",23,40,28,8,1
