Date,Demographic.Level,0,1,2,3,4,5,6,7,8,9,10
2.4.24,Female Conservatives,32,18,11,9,7,6,6,5,4,1,1
2.4.24,Female Greens,24,16,11,9,8,7,8,7,6,2,1
2.4.24,Female Labour,18,14,11,9,8,8,9,10,9,2,2
2.4.24,Female Liberal Democrats,20,15,11,9,8,8,9,9,8,2,2
2.4.24,Female Other,27,17,11,9,7,7,7,7,6,2,1
2.4.24,Female SNP,22,15,11,9,8,7,8,8,7,2,2
2.4.24,Male Brexit Party,28,17,12,9,7,6,7,6,5,1,1
2.4.24,Male Conservatives,35,18,11,8,6,5,6,5,4,1,1
2.4.24,Male Greens,26,17,12,9,8,7,7,7,5,1,1
2.4.24,Male Labour,21,15,11,10,8,7,8,8,7,2,2
2.4.24,Male Liberal Democrats,22,16,11,10,8,7,8,8,7,2,2
2.4.24,Male Other,27,17,12,9,7,6,7,6,5,1,1
2.4.24,Male SNP,26,17,12,9,7,7,7,7,5,1,1
2.4.24,18-24 Asian,11,10,9,9,9,9,12,13,12,4,3
2.4.24,18-24 Black,13,12,10,10,9,9,11,11,10,3,3
2.4.24,18-24 Mixed,6,7,7,7,7,9,12,16,18,6,6
2.4.24,18-24 Other,10,9,9,9,8,9,12,13,13,4,4
2.4.24,18-24 White,13,12,10,10,9,9,11,11,10,3,3
2.4.24,25-49 Asian,16,13,11,10,9,8,10,10,9,2,2
2.4.24,25-49 Black,19,15,12,10,8,8,9,8,7,2,2
2.4.24,25-49 Mixed,9,9,8,9,8,9,12,14,14,4,4
2.4.24,25-49 Other,14,13,10,10,9,9,10,11,10,3,2
2.4.24,25-49 White,19,15,12,10,8,8,9,8,7,2,2
2.4.24,50-64 Asian,25,17,12,10,8,7,7,6,5,1,1
2.4.24,50-64 Black,31,19,12,9,7,6,6,5,4,1,1
2.4.24,50-64 Mixed,16,14,11,10,9,8,10,10,8,2,2
2.4.24,50-64 Other,23,17,12,10,8,7,8,7,6,2,1
2.4.24,50-64 White,30,19,12,9,7,6,6,5,4,1,1
2.4.24,65+ Asian,37,19,11,8,6,5,5,4,3,1,1
2.4.24,65+ Black,45,19,10,7,5,4,4,3,2,1,0
2.4.24,65+ Mixed,25,17,12,10,8,7,7,6,5,1,1
2.4.24,65+ Other,36,19,12,8,6,5,5,4,3,1,1
2.4.24,65+ White,43,19,11,7,5,4,4,3,2,1,1
2.4.24,18-24 Brexit Party,14,12,11,10,9,9,11,11,9,3,2
2.4.24,18-24 Conservatives,16,14,11,10,9,8,10,10,8,2,2
2.4.24,18-24 Greens,14,12,10,10,9,9,11,11,10,3,2
2.4.24,18-24 Labour,11,10,9,9,9,9,12,12,12,4,3
2.4.24,18-24 Liberal Democrats,11,10,9,9,9,9,12,13,12,4,3
2.4.24,18-24 Other,13,12,10,10,9,9,11,11,10,3,3
2.4.24,18-24 SNP,14,12,10,10,9,9,11,11,10,3,2
2.4.24,25-49 Brexit Party,18,15,11,10,8,8,9,9,7,2,2
2.4.24,25-49 Conservatives,22,16,12,10,8,7,8,7,6,2,1
2.4.24,25-49 Greens,20,15,12,10,8,8,9,8,7,2,2
2.4.24,25-49 Labour,16,13,11,10,9,8,10,10,9,2,2
2.4.24,25-49 Liberal Democrats,15,13,11,10,9,9,10,10,9,3,2
2.4.24,25-49 Other,19,15,12,10,8,8,9,9,7,2,2
2.4.24,25-49 SNP,19,15,12,10,8,8,9,8,7,2,2
2.4.24,50-64 Brexit Party,27,18,12,10,7,6,7,6,5,1,1
2.4.24,50-64 Conservatives,33,19,12,9,6,5,5,5,4,1,1
2.4.24,50-64 Greens,30,19,12,9,7,6,6,5,4,1,1
2.4.24,50-64 Labour,25,18,12,10,8,7,7,6,5,1,1
2.4.24,50-64 Liberal Democrats,24,17,12,10,8,7,8,7,5,1,1
2.4.24,50-64 Other,28,18,12,9,7,6,7,6,5,1,1
2.4.24,50-64 SNP,30,19,12,9,7,6,6,5,4,1,1
2.4.24,65+ Brexit Party,38,19,11,8,6,5,5,4,3,1,1
2.4.24,65+ Conservatives,44,19,10,7,5,4,4,3,2,1,0
2.4.24,65+ Greens,40,19,11,8,5,4,4,4,3,1,1
2.4.24,65+ Labour,35,19,12,8,6,5,5,4,3,1,1
2.4.24,65+ Liberal Democrats,33,19,12,9,6,5,6,5,4,1,1
2.4.24,65+ Other,38,19,11,8,6,5,5,4,3,1,1
2.4.24,65+ SNP,41,19,11,8,5,4,4,4,3,1,1
2.4.24,Asian Brexit Party,20,15,11,10,8,8,9,8,7,2,2
2.4.24,Asian Conservatives,25,16,12,9,8,7,8,7,6,2,1
2.4.24,Asian Greens,19,14,11,10,8,8,9,9,8,2,2
2.4.24,Asian Labour,15,12,10,10,9,9,10,11,10,3,2
2.4.24,Asian Liberal Democrats,15,13,10,10,8,8,10,10,10,3,2
2.4.24,Asian Other,20,15,11,10,8,8,9,9,7,2,2
2.4.24,Asian SNP,18,14,11,10,8,8,9,9,8,2,2
2.4.24,Black Brexit Party,32,18,11,9,7,6,6,5,4,1,1
2.4.24,Black Conservatives,38,18,11,8,6,5,5,4,3,1,1
2.4.24,Black Greens,26,17,11,9,7,7,7,7,6,1,1
2.4.24,Black Labour,21,15,11,9,8,7,9,8,7,2,2
2.4.24,Black Liberal Democrats,24,16,11,9,8,7,8,7,6,2,1
2.4.24,Black Other,30,18,11,9,7,6,6,6,5,1,1
2.4.24,Black SNP,27,17,11,9,7,7,7,7,5,1,1
2.4.24,Mixed Brexit Party,18,14,11,10,8,8,9,9,8,2,2
2.4.24,Mixed Conservatives,23,16,11,9,8,7,8,8,7,2,2
2.4.24,Mixed Greens,15,12,10,9,8,8,10,11,11,3,3
2.4.24,Mixed Labour,11,10,9,8,8,8,11,13,13,4,4
2.4.24,Mixed Liberal Democrats,13,11,9,9,8,8,11,12,12,4,3
2.4.24,Mixed Other,17,14,11,9,8,8,10,10,9,3,2
2.4.24,Mixed SNP,15,12,10,9,8,8,10,11,11,3,3
2.4.24,Other Brexit Party,26,17,12,9,7,7,7,7,5,1,1
2.4.24,Other Conservatives,32,18,11,9,7,6,6,5,4,1,1
2.4.24,Other Greens,21,15,11,9,8,7,9,8,7,2,2
2.4.24,Other Labour,17,13,10,9,8,8,10,10,9,3,2
2.4.24,Other Liberal Democrats,20,15,11,9,8,8,9,9,8,2,2
2.4.24,Other Other,25,16,11,9,7,7,8,7,6,2,1
2.4.24,Other SNP,22,15,11,9,8,7,8,8,7,2,2
2.4.24,White Brexit Party,29,18,12,9,7,6,7,6,5,1,1
2.4.24,White Conservatives,35,18,11,8,6,5,6,5,4,1,1
2.4.24,White Greens,26,17,12,9,7,7,7,7,5,1,1
2.4.24,White Labour,20,15,11,10,8,8,9,8,7,2,2
2.4.24,White Liberal Democrats,22,16,11,10,8,7,8,8,7,2,2
2.4.24,White Other,28,17,12,9,7,6,7,6,5,1,1
2.4.24,White SNP,25,17,12,9,8,7,8,7,6,2,1
10.6.24,National,31,15,13,8,6,7,6,6,4,2,1
10.6.24,Female,29,14,13,8,6,7,7,7,5,2,1
10.6.24,Male,34,16,14,8,6,7,6,6,4,1,1
10.6.24,18-24,15,11,12,8,8,10,10,11,9,3,2
10.6.24,25-49,21,14,14,9,7,9,8,8,6,2,1
10.6.24,50-64,35,17,14,8,6,6,5,5,3,1,1
10.6.24,65+,48,17,12,6,4,4,3,3,2,1,0
10.6.24,Asian,28,15,14,8,7,8,7,7,4,2,1
10.6.24,Black,40,15,12,7,5,6,5,5,3,1,1
10.6.24,Mixed,24,14,13,8,7,8,8,8,6,2,2
10.6.24,Other,24,14,13,8,7,8,8,8,6,2,2
10.6.24,White,32,15,13,8,6,7,6,6,4,1,1
10.6.24,Brexit Party,44,16,13,6,5,5,4,4,2,1,1
10.6.24,Conservatives,39,16,13,7,5,6,5,4,3,1,1
10.6.24,Greens,22,14,14,8,7,9,8,8,6,2,2
10.6.24,Labour,22,13,14,8,7,9,8,9,6,2,2
10.6.24,Liberal Democrats,27,15,14,8,7,8,7,7,5,2,1
10.6.24,Other,30,15,14,8,6,7,6,6,4,1,1
10.6.24,SNP,33,16,14,8,6,7,6,6,4,1,1
10.6.24,Female 18-24,10,8,10,8,8,11,12,14,11,5,3
10.6.24,Female 25-49,19,13,14,9,8,9,9,9,6,2,2
10.6.24,Female 50-64,34,17,14,8,6,6,5,5,3,1,1
10.6.24,Female 65+,46,17,13,6,4,5,4,3,2,1,0
10.6.24,Male 18-24,19,13,14,9,8,9,9,9,6,2,2
10.6.24,Male 25-49,24,15,15,9,7,8,8,7,5,2,1
10.6.24,Male 50-64,36,17,14,7,6,6,5,4,3,1,1
10.6.24,Male 65+,50,17,12,6,4,4,3,3,2,1,0
10.6.24,Female Asian,26,14,14,8,7,8,8,8,5,2,1
10.6.24,Female Black,33,15,13,7,6,7,6,6,4,1,1
10.6.24,Female Mixed,22,13,13,8,7,8,8,9,7,3,2
10.6.24,Female Other,18,12,12,8,7,9,9,11,8,3,2
10.6.24,Female White,30,15,13,8,6,7,7,7,5,2,1
10.6.24,Male Asian,31,16,14,8,6,7,6,6,4,1,1
10.6.24,Male Black,46,16,12,6,4,5,4,4,2,1,1
10.6.24,Male Mixed,26,14,13,8,7,8,8,8,5,2,1
10.6.24,Male Other,28,15,14,8,6,8,7,7,5,2,1
10.6.24,Male White,34,16,14,8,6,7,6,5,4,1,1
10.6.24,Female Brexit Party,43,16,13,6,5,5,4,4,2,1,1
10.6.24,Female Conservatives,37,16,13,7,5,6,5,5,3,1,1
10.6.24,Female Greens,21,13,13,8,7,9,9,9,6,2,2
10.6.24,Female Labour,20,13,13,8,7,9,9,9,7,3,2
10.6.24,Female Liberal Democrats,25,14,14,8,7,8,8,8,5,2,1
10.6.24,Female Other,30,15,14,8,6,7,7,7,4,2,1
10.6.24,Female SNP,30,15,14,8,6,7,7,6,4,2,1
10.6.24,Male Brexit Party,44,16,13,6,5,5,4,4,2,1,1
10.6.24,Male Conservatives,40,16,13,7,5,5,5,4,3,1,1
10.6.24,Male Greens,24,14,14,9,7,8,8,8,5,2,1
10.6.24,Male Labour,25,14,14,9,7,8,8,7,5,2,1
10.6.24,Male Liberal Democrats,29,15,14,8,6,7,7,6,4,1,1
10.6.24,Male Other,31,16,14,8,6,7,6,6,4,1,1
10.6.24,Male SNP,35,16,14,7,6,6,5,5,3,1,1
10.6.24,18-24 Asian,17,12,13,9,8,10,10,10,7,3,2
10.6.24,18-24 Black,19,13,13,9,7,9,9,9,7,2,2
10.6.24,18-24 Mixed,9,8,10,7,7,10,12,15,13,5,4
10.6.24,18-24 Other,8,7,9,7,7,10,12,15,13,6,4
10.6.24,18-24 White,15,11,12,8,8,10,10,11,8,3,2
10.6.24,25-49 Asian,23,15,14,9,7,8,8,7,5,2,1
10.6.24,25-49 Black,27,16,15,8,7,8,7,6,4,1,1
10.6.24,25-49 Mixed,13,10,12,9,8,10,11,12,9,4,2
10.6.24,25-49 Other,13,10,12,8,8,11,11,12,9,4,3
10.6.24,25-49 White,21,14,14,9,7,9,8,8,5,2,1
10.6.24,50-64 Asian,38,17,14,7,5,6,5,4,3,1,1
10.6.24,50-64 Black,42,17,13,7,5,5,4,3,2,1,0
10.6.24,50-64 Mixed,23,14,15,9,7,9,8,8,5,2,1
10.6.24,50-64 Other,22,14,14,9,7,9,8,8,5,2,1
10.6.24,50-64 White,35,17,14,8,6,6,5,5,3,1,1
10.6.24,65+ Asian,52,17,11,5,4,4,3,2,1,1,0
10.6.24,65+ Black,58,16,10,4,3,3,2,2,1,0,0
10.6.24,65+ Mixed,35,17,14,8,6,6,5,5,3,1,1
10.6.24,65+ Other,35,17,14,8,6,6,5,5,3,1,1
10.6.24,65+ White,49,17,12,6,4,4,3,3,2,1,0
10.6.24,18-24 Brexit Party,27,16,15,8,7,8,7,6,4,1,1
10.6.24,18-24 Conservatives,20,13,14,9,7,9,9,9,6,2,2
10.6.24,18-24 Greens,12,9,11,8,8,10,11,13,10,4,3
10.6.24,18-24 Labour,12,9,11,8,8,10,11,13,10,4,3
10.6.24,18-24 Liberal Democrats,14,11,12,9,8,10,11,12,9,3,2
10.6.24,18-24 Other,16,11,13,9,8,10,10,11,8,3,2
10.6.24,18-24 SNP,20,13,14,9,7,9,9,9,6,2,2
10.6.24,25-49 Brexit Party,31,16,15,8,6,7,6,5,3,1,1
10.6.24,25-49 Conservatives,26,15,15,9,7,8,7,7,4,2,1
10.6.24,25-49 Greens,17,12,14,9,8,10,10,10,7,3,2
10.6.24,25-49 Labour,18,13,14,9,8,10,9,9,6,2,2
10.6.24,25-49 Liberal Democrats,20,13,14,9,8,9,9,9,6,2,1
10.6.24,25-49 Other,21,14,14,9,7,9,8,8,6,2,1
10.6.24,25-49 SNP,26,15,15,9,7,8,7,7,4,2,1
10.6.24,50-64 Brexit Party,44,17,13,6,5,5,4,3,2,1,0
10.6.24,50-64 Conservatives,39,17,14,7,5,6,5,4,2,1,1
10.6.24,50-64 Greens,28,16,15,8,7,8,7,6,4,1,1
10.6.24,50-64 Labour,29,16,15,8,6,7,6,6,4,1,1
10.6.24,50-64 Liberal Democrats,31,17,15,8,6,7,6,5,3,1,1
10.6.24,50-64 Other,32,17,15,8,6,7,6,5,3,1,1
10.6.24,50-64 SNP,40,17,14,7,5,5,4,4,2,1,1
10.6.24,65+ Brexit Party,56,16,10,5,3,3,3,2,1,0,0
10.6.24,65+ Conservatives,50,17,12,5,4,4,3,3,2,1,0
10.6.24,65+ Greens,38,17,14,7,5,6,5,4,3,1,1
10.6.24,65+ Labour,40,17,14,7,5,5,4,4,2,1,1
10.6.24,65+ Liberal Democrats,42,17,13,7,5,5,4,4,2,1,1
10.6.24,65+ Other,43,17,13,7,5,5,4,3,2,1,0
10.6.24,65+ SNP,52,16,11,5,4,4,3,2,1,1,0
10.6.24,Asian Brexit Party,41,17,13,7,5,5,4,4,2,1,1
10.6.24,Asian Conservatives,36,16,14,7,6,6,5,5,3,1,1
10.6.24,Asian Greens,21,13,14,9,7,9,8,8,6,2,1
10.6.24,Asian Labour,21,13,14,9,7,9,9,9,6,2,2
10.6.24,Asian Liberal Democrats,25,15,14,8,7,8,7,7,5,2,1
10.6.24,Asian Other,28,15,14,8,7,8,7,7,4,2,1
10.6.24,Asian SNP,31,16,14,8,6,7,6,6,4,1,1
10.6.24,Black Brexit Party,55,15,10,5,3,4,3,2,1,1,0
10.6.24,Black Conservatives,49,16,11,6,4,4,3,3,2,1,0
10.6.24,Black Greens,29,15,14,8,6,8,7,7,4,2,1
10.6.24,Black Labour,28,15,14,8,6,8,7,7,5,2,1
10.6.24,Black Liberal Democrats,36,16,13,7,6,6,5,5,3,1,1
10.6.24,Black Other,40,16,13,7,5,6,5,4,3,1,1
10.6.24,Black SNP,41,16,13,7,5,5,5,4,3,1,1
10.6.24,Mixed Brexit Party,35,16,14,7,6,6,6,5,3,1,1
10.6.24,Mixed Conservatives,31,16,14,8,6,7,6,6,4,1,1
10.6.24,Mixed Greens,15,11,12,8,7,10,10,12,9,4,3
10.6.24,Mixed Labour,15,10,12,8,7,10,10,12,9,4,3
10.6.24,Mixed Liberal Democrats,20,13,13,8,7,9,9,9,7,3,2
10.6.24,Mixed Other,23,14,14,8,7,8,8,8,6,2,2
10.6.24,Mixed SNP,24,14,13,8,7,8,8,8,6,2,2
10.6.24,Other Brexit Party,35,16,14,7,6,6,6,5,3,1,1
10.6.24,Other Conservatives,30,16,14,8,6,7,6,6,4,1,1
10.6.24,Other Greens,15,10,12,8,7,10,10,12,9,4,3
10.6.24,Other Labour,15,10,12,8,7,10,10,12,9,4,3
10.6.24,Other Liberal Democrats,20,13,13,8,7,9,9,9,7,3,2
10.6.24,Other Other,23,14,14,8,7,8,8,8,6,2,2
10.6.24,Other SNP,24,14,13,8,7,8,8,8,6,2,1
10.6.24,White Brexit Party,44,17,13,6,5,5,4,4,2,1,1
10.6.24,White Conservatives,39,16,13,7,5,6,5,4,3,1,1
10.6.24,White Greens,23,14,14,8,7,9,8,8,6,2,1
10.6.24,White Labour,22,14,14,8,7,9,8,8,6,2,2
10.6.24,White Liberal Democrats,28,15,14,8,7,8,7,7,5,2,1
10.6.24,White Other,31,16,14,8,6,7,6,6,4,1,1
10.6.24,White SNP,33,16,14,8,6,7,6,5,4,1,1
13.5.24,National,31,15,12,8,8,6,7,6,4,1,1
13.5.24,Female,29,14,12,8,8,7,8,7,4,2,2
13.5.24,Male,34,15,12,8,7,6,7,6,3,1,1
13.5.24,18-24,15,10,11,9,10,9,11,11,8,3,3
13.5.24,25-49,23,14,12,9,9,8,9,8,5,2,2
13.5.24,50-64,35,16,12,8,7,6,6,5,3,1,1
13.5.24,65+,45,16,11,7,6,4,4,3,2,1,1
13.5.24,Asian,27,14,12,8,8,7,8,7,5,2,2
13.5.24,Black,28,14,12,8,8,7,8,7,5,2,2
13.5.24,Mixed,30,14,12,8,8,6,7,7,4,2,2
13.5.24,Other,34,15,12,8,7,6,7,6,4,1,1
13.5.24,White,32,15,12,8,8,6,7,6,4,1,1
13.5.24,Brexit Party,37,16,12,8,7,5,6,5,3,1,1
13.5.24,Conservatives,38,16,12,7,7,5,6,5,3,1,1
13.5.24,Greens,23,13,12,9,9,7,9,8,5,2,2
13.5.24,Labour,24,13,12,9,9,7,9,8,5,2,2
13.5.24,Liberal Democrats,27,14,12,8,8,7,8,7,4,2,2
13.5.24,Other,31,15,12,8,8,6,7,6,4,1,1
13.5.24,SNP,27,14,12,9,8,7,8,7,5,2,2
13.5.24,Female 18-24,12,9,10,8,10,9,12,13,9,4,4
13.5.24,Female 25-49,20,13,12,9,9,8,10,9,6,2,2
13.5.24,Female 50-64,32,16,13,8,8,6,7,5,3,1,1
13.5.24,Female 65+,45,16,11,7,6,4,4,3,2,1,1
13.5.24,Male 18-24,17,12,12,9,10,9,11,10,7,3,2
13.5.24,Male 25-49,27,15,13,9,9,7,8,7,4,1,1
13.5.24,Male 50-64,39,16,12,7,7,5,5,4,2,1,1
13.5.24,Male 65+,45,16,11,7,6,4,4,3,2,1,1
13.5.24,Female Asian,24,13,12,9,9,7,9,8,5,2,2
13.5.24,Female Black,24,13,11,8,9,7,9,9,6,2,2
13.5.24,Female Mixed,29,14,11,8,8,7,8,7,5,2,2
13.5.24,Female Other,28,14,12,8,8,7,8,7,5,2,2
13.5.24,Female White,30,14,12,8,8,7,8,7,4,2,2
13.5.24,Male Asian,30,15,12,8,8,6,7,6,4,1,1
13.5.24,Male Black,32,15,12,8,8,6,7,6,4,1,1
13.5.24,Male Mixed,32,15,12,8,8,6,7,6,4,1,1
13.5.24,Male Other,37,16,12,8,7,5,6,5,3,1,1
13.5.24,Male White,34,15,12,8,7,6,6,5,3,1,1
13.5.24,Female Brexit Party,35,16,12,8,7,6,6,5,3,1,1
13.5.24,Female Conservatives,36,15,12,8,7,5,6,5,3,1,1
13.5.24,Female Greens,22,13,12,9,9,8,9,9,6,2,2
13.5.24,Female Labour,22,13,12,9,9,8,9,9,6,2,2
13.5.24,Female Liberal Democrats,25,14,12,9,9,7,9,8,5,2,2
13.5.24,Female Other,30,15,12,8,8,6,7,7,4,2,1
13.5.24,Female SNP,24,13,12,9,9,7,9,8,5,2,2
13.5.24,Male Brexit Party,38,16,12,8,7,5,6,5,3,1,1
13.5.24,Male Conservatives,40,16,12,7,6,5,5,4,3,1,1
13.5.24,Male Greens,25,14,12,9,9,7,8,7,5,2,2
13.5.24,Male Labour,27,14,12,9,8,7,8,7,4,2,2
13.5.24,Male Liberal Democrats,29,15,12,8,8,6,7,6,4,1,1
13.5.24,Male Other,32,15,12,8,8,6,7,6,3,1,1
13.5.24,Male SNP,30,15,12,8,8,6,7,6,4,1,1
13.5.24,18-24 Asian,15,11,11,9,10,9,11,11,8,3,3
13.5.24,18-24 Black,12,9,10,8,9,9,12,13,9,4,4
13.5.24,18-24 Mixed,13,9,10,8,10,9,12,13,9,4,4
13.5.24,18-24 Other,14,10,10,9,10,9,12,12,8,3,3
13.5.24,18-24 White,15,11,11,9,10,9,11,11,8,3,3
13.5.24,25-49 Asian,23,14,12,9,9,8,9,8,5,2,2
13.5.24,25-49 Black,20,12,12,9,9,8,10,9,6,2,2
13.5.24,25-49 Mixed,20,13,12,9,9,8,10,9,6,2,2
13.5.24,25-49 Other,22,13,12,9,9,8,9,8,5,2,2
13.5.24,25-49 White,24,14,12,9,9,7,9,8,5,2,2
13.5.24,50-64 Asian,35,16,12,8,7,5,6,5,3,1,1
13.5.24,50-64 Black,30,15,13,8,8,6,7,6,4,1,1
13.5.24,50-64 Mixed,31,16,13,8,8,6,7,6,3,1,1
13.5.24,50-64 Other,34,16,12,8,7,6,6,5,3,1,1
13.5.24,50-64 White,36,16,12,8,7,5,6,5,3,1,1
13.5.24,65+ Asian,46,16,11,7,6,4,4,3,2,1,1
13.5.24,65+ Black,40,16,12,7,6,5,5,4,2,1,1
13.5.24,65+ Mixed,41,16,12,7,6,5,5,4,2,1,1
13.5.24,65+ Other,44,16,11,7,6,4,4,3,2,1,1
13.5.24,65+ White,46,16,11,7,6,4,4,3,2,1,1
13.5.24,18-24 Brexit Party,20,13,12,9,9,8,10,9,6,2,2
13.5.24,18-24 Conservatives,19,12,12,9,9,8,10,9,6,2,2
13.5.24,18-24 Greens,12,9,10,8,10,9,12,13,9,4,4
13.5.24,18-24 Labour,13,10,10,9,10,9,12,12,8,3,3
13.5.24,18-24 Liberal Democrats,14,10,10,9,10,9,12,12,8,3,3
13.5.24,18-24 Other,15,11,11,9,10,9,11,11,7,3,3
13.5.24,18-24 SNP,15,11,11,9,10,9,11,11,8,3,3
13.5.24,25-49 Brexit Party,27,15,13,9,8,7,8,7,4,2,1
13.5.24,25-49 Conservatives,27,15,13,9,8,7,8,7,4,1,1
13.5.24,25-49 Greens,19,12,12,9,9,8,10,9,6,2,2
13.5.24,25-49 Labour,21,13,12,9,9,8,9,9,5,2,2
13.5.24,25-49 Liberal Democrats,21,13,12,9,9,8,9,8,5,2,2
13.5.24,25-49 Other,23,14,12,9,9,8,9,8,5,2,2
13.5.24,25-49 SNP,23,14,12,9,9,8,9,8,5,2,2
13.5.24,50-64 Brexit Party,38,16,12,8,7,5,5,4,2,1,1
13.5.24,50-64 Conservatives,39,16,12,7,7,5,5,4,2,1,1
13.5.24,50-64 Greens,29,15,13,9,8,7,7,6,4,1,1
13.5.24,50-64 Labour,31,16,13,8,8,6,7,6,3,1,1
13.5.24,50-64 Liberal Democrats,31,16,13,8,8,6,7,6,3,1,1
13.5.24,50-64 Other,34,16,12,8,7,6,6,5,3,1,1
13.5.24,50-64 SNP,33,16,13,8,8,6,6,5,3,1,1
13.5.24,65+ Brexit Party,46,16,11,7,6,4,4,3,2,1,1
13.5.24,65+ Conservatives,48,16,11,6,5,4,4,3,2,1,1
13.5.24,65+ Greens,37,16,12,8,7,5,6,4,3,1,1
13.5.24,65+ Labour,40,17,12,7,6,5,5,4,2,1,1
13.5.24,65+ Liberal Democrats,39,17,12,7,7,5,5,4,2,1,1
13.5.24,65+ Other,41,17,12,7,6,5,5,4,2,1,1
13.5.24,65+ SNP,42,17,12,7,6,5,5,4,2,1,1
13.5.24,Asian Brexit Party,33,15,12,8,8,6,7,6,3,1,1
13.5.24,Asian Conservatives,33,15,12,8,7,6,7,6,3,1,1
13.5.24,Asian Greens,21,13,12,9,9,8,10,9,6,2,2
13.5.24,Asian Labour,22,13,12,9,9,8,9,9,6,2,2
13.5.24,Asian Liberal Democrats,24,14,12,9,9,7,9,8,5,2,2
13.5.24,Asian Other,27,14,12,9,8,7,8,7,4,2,2
13.5.24,Asian SNP,24,14,12,9,9,7,9,8,5,2,2
13.5.24,Black Brexit Party,34,15,12,8,7,6,6,5,3,1,1
13.5.24,Black Conservatives,35,16,12,8,7,6,6,5,3,1,1
13.5.24,Black Greens,20,12,11,9,9,8,10,10,7,3,2
13.5.24,Black Labour,21,12,11,9,9,8,10,9,6,2,2
13.5.24,Black Liberal Democrats,25,14,12,9,9,7,9,8,5,2,2
13.5.24,Black Other,28,14,12,8,8,7,8,7,4,2,2
13.5.24,Black SNP,24,13,12,9,9,7,9,8,5,2,2
13.5.24,Mixed Brexit Party,35,16,12,8,7,6,6,5,3,1,1
13.5.24,Mixed Conservatives,37,16,12,8,7,5,6,5,3,1,1
13.5.24,Mixed Greens,21,12,11,8,9,8,10,9,6,2,2
13.5.24,Mixed Labour,22,13,11,8,9,8,9,9,6,2,2
13.5.24,Mixed Liberal Democrats,26,14,12,8,8,7,8,8,5,2,2
13.5.24,Mixed Other,30,15,12,8,8,6,7,7,4,2,1
13.5.24,Mixed SNP,25,13,12,8,9,7,9,8,5,2,2
13.5.24,Other Brexit Party,39,16,12,7,7,5,5,5,3,1,1
13.5.24,Other Conservatives,40,16,11,7,6,5,5,4,3,1,1
13.5.24,Other Greens,23,13,12,9,9,7,9,8,6,2,2
13.5.24,Other Labour,25,13,12,8,9,7,9,8,5,2,2
13.5.24,Other Liberal Democrats,29,15,12,8,8,7,8,7,4,2,1
13.5.24,Other Other,33,15,12,8,7,6,7,6,4,1,1
13.5.24,Other SNP,28,14,12,8,8,7,8,7,4,2,2
13.5.24,White Brexit Party,37,16,12,8,7,5,6,5,3,1,1
