Date,Demographic.Level,0,1,2,3,4,5,6,7,8,9,10
2.4.24,Asian Brexit Party,2,3,7,10,9,11,16,19,16,6,2
2.4.24,Asian Conservatives,1,2,4,7,7,9,15,21,22,9,3
2.4.24,Asian Greens,2,3,6,9,9,10,16,20,17,6,2
2.4.24,Asian Labour,2,3,6,9,9,10,16,20,17,6,2
2.4.24,Asian Liberal Democrats,2,2,6,9,8,10,16,20,18,7,2
2.4.24,Asian Other,2,3,6,9,8,10,16,20,17,7,2
2.4.24,Asian SNP,2,2,6,9,8,10,16,20,18,7,2
2.4.24,Black Brexit Party,1,2,4,6,6,8,14,22,24,11,3
2.4.24,Black Conservatives,1,1,2,4,4,6,12,21,29,16,5
2.4.24,Black Greens,1,2,4,6,6,8,15,22,23,10,3
2.4.24,Black Labour,1,2,4,6,6,8,15,22,23,10,3
2.4.24,Black Liberal Democrats,1,1,3,6,6,8,14,22,25,12,3
2.4.24,Black Other,1,1,3,6,6,8,14,21,25,12,3
2.4.24,Black SNP,1,1,3,6,6,8,14,22,25,11,3
2.4.24,Mixed Brexit Party,2,3,6,9,8,10,16,20,18,7,2
2.4.24,Mixed Conservatives,1,2,4,6,6,8,14,22,24,11,3
2.4.24,Mixed Greens,2,3,6,9,9,10,16,20,17,7,2
2.4.24,Mixed Labour,2,3,7,10,9,10,16,19,16,6,2
2.4.24,Mixed Liberal Democrats,2,2,5,8,8,10,16,20,19,8,2
2.4.24,Mixed Other,2,2,5,8,8,9,15,20,19,8,2
2.4.24,Mixed SNP,2,2,6,9,8,10,16,20,18,7,2
2.4.24,Other Brexit Party,2,2,5,8,8,10,16,21,19,8,2
2.4.24,Other Conservatives,1,1,3,6,6,7,14,22,25,12,3
2.4.24,Other Greens,2,2,6,9,8,10,16,20,18,7,2
2.4.24,Other Labour,2,3,6,9,8,10,16,20,18,7,2
2.4.24,Other Liberal Democrats,2,2,5,8,7,9,15,21,20,8,2
2.4.24,Other Other,2,2,5,8,7,9,15,21,20,8,2
2.4.24,Other SNP,2,2,5,8,8,9,16,21,20,8,2
2.4.24,White Brexit Party,2,2,5,8,8,10,16,20,19,7,2
2.4.24,White Conservatives,1,1,3,6,6,8,14,22,25,12,3
2.4.24,White Greens,2,2,5,8,8,10,16,21,19,7,2
2.4.24,White Labour,2,2,5,9,8,10,16,20,18,7,2
2.4.24,White Liberal Democrats,2,2,5,8,7,9,15,21,20,8,2
2.4.24,White Other,2,2,5,8,7,9,15,21,20,8,2
2.4.24,White SNP,2,2,5,8,7,9,16,21,20,8,2
10.6.24,National,1,2,3,6,7,10,14,23,21,10,3
10.6.24,Female,1,1,3,6,7,9,14,23,22,11,3
10.6.24,Male,1,2,4,6,8,10,15,22,20,10,3
10.6.24,18-24,2,2,5,8,9,12,16,22,17,7,2
10.6.24,25-49,1,2,4,7,9,11,16,22,18,7,2
10.6.24,50-64,1,1,3,6,7,10,15,23,21,10,3
10.6.24,65+,1,1,2,4,5,7,12,23,27,15,4
10.6.24,Asian,1,2,4,6,8,10,15,23,20,9,2
10.6.24,Black,1,1,2,3,4,6,11,22,28,17,5
10.6.24,Mixed,2,2,4,7,9,11,15,22,18,8,2
10.6.24,Other,1,2,4,6,8,10,15,22,20,9,2
10.6.24,White,1,2,3,6,7,10,15,23,21,10,3
10.6.24,Brexit Party,2,2,5,8,9,12,16,21,17,7,2
10.6.24,Conservatives,1,1,2,4,6,8,13,23,25,13,4
10.6.24,Greens,2,3,6,9,10,12,16,20,15,6,1
10.6.24,Labour,1,2,4,7,9,11,16,22,18,8,2
10.6.24,Liberal Democrats,1,2,3,6,7,10,15,23,21,9,2
10.6.24,Other,2,2,5,8,9,12,16,21,17,7,2
10.6.24,SNP,1,2,4,6,8,10,15,23,20,9,2
10.6.24,Female 18-24,2,2,5,8,10,12,16,21,16,6,2
10.6.24,Female 25-49,1,2,4,7,8,11,16,23,19,8,2
10.6.24,Female 50-64,1,1,3,5,7,9,14,24,22,10,3
10.6.24,Female 65+,1,1,2,3,5,7,12,23,28,16,5
10.6.24,Male 18-24,1,2,4,7,9,11,16,22,18,7,2
10.6.24,Male 25-49,2,2,5,8,9,12,16,22,17,7,2
10.6.24,Male 50-64,1,2,3,6,8,10,15,23,21,9,2
10.6.24,Male 65+,1,1,2,4,5,7,12,23,27,15,4
10.6.24,Female Asian,1,2,3,6,7,10,15,23,21,10,3
10.6.24,Female Black,1,1,2,3,4,7,11,22,28,17,5
10.6.24,Female Mixed,2,2,4,7,8,11,15,22,19,8,2
10.6.24,Female Other,1,2,4,7,8,10,15,22,20,9,2
10.6.24,Female White,1,1,3,6,7,9,14,23,22,10,3
10.6.24,Male Asian,1,2,4,7,8,11,15,22,19,8,2
10.6.24,Male Black,1,1,2,3,4,6,11,21,28,18,5
10.6.24,Male Mixed,2,2,5,8,9,11,15,21,17,7,2
10.6.24,Male Other,1,2,4,6,7,10,15,22,21,10,3
10.6.24,Male White,1,2,4,6,8,10,15,22,20,9,2
10.6.24,Female Brexit Party,1,2,4,7,8,11,16,22,19,8,2
10.6.24,Female Conservatives,1,1,2,4,5,8,13,23,25,13,4
10.6.24,Female Greens,2,2,5,8,10,12,16,21,16,6,2
10.6.24,Female Labour,1,2,4,7,8,11,16,22,19,8,2
10.6.24,Female Liberal Democrats,1,1,3,6,7,10,15,23,22,10,3
10.6.24,Female Other,1,2,4,7,9,11,15,22,18,8,2
10.6.24,Female SNP,1,2,3,6,8,10,15,23,20,9,2
10.6.24,Male Brexit Party,2,2,5,8,10,12,16,21,16,7,2
10.6.24,Male Conservatives,1,1,3,5,6,9,14,23,24,12,3
10.6.24,Male Greens,2,3,6,10,11,13,16,19,14,5,1
10.6.24,Male Labour,2,2,4,8,9,11,16,22,17,7,2
10.6.24,Male Liberal Democrats,1,2,4,6,8,10,15,23,20,9,2
10.6.24,Male Other,2,2,5,8,10,12,16,21,16,6,2
10.6.24,Male SNP,1,2,4,7,8,11,15,22,19,8,2
10.6.24,18-24 Asian,1,2,4,7,9,11,16,22,18,7,2
10.6.24,18-24 Black,1,1,3,5,6,8,14,24,24,12,3
10.6.24,18-24 Mixed,2,3,7,11,12,13,16,19,12,4,1
10.6.24,18-24 Other,2,3,5,9,10,13,16,20,15,6,1
10.6.24,18-24 White,2,2,5,8,9,12,16,22,17,7,2
10.6.24,25-49 Asian,1,2,4,7,8,11,16,23,19,8,2
10.6.24,25-49 Black,1,1,2,4,6,8,13,24,25,13,3
10.6.24,25-49 Mixed,2,3,6,10,11,13,16,19,13,5,1
10.6.24,25-49 Other,2,2,5,9,10,12,16,21,15,6,1
10.6.24,25-49 White,2,2,4,7,9,11,16,22,18,7,2
10.6.24,50-64 Asian,1,1,3,5,7,9,15,24,22,10,3
10.6.24,50-64 Black,1,1,2,3,4,6,11,23,28,16,5
10.6.24,50-64 Mixed,2,2,5,8,9,12,16,21,16,6,2
10.6.24,50-64 Other,1,2,4,7,8,11,16,23,19,8,2
10.6.24,50-64 White,1,1,3,6,7,10,15,23,21,9,2
10.6.24,65+ Asian,1,1,2,3,4,6,11,23,28,16,5
10.6.24,65+ Black,0,0,1,2,3,4,8,19,31,23,8
10.6.24,65+ Mixed,1,1,3,5,7,9,14,24,23,11,3
10.6.24,65+ Other,1,1,2,4,6,8,13,24,25,13,3
10.6.24,65+ White,1,1,2,3,5,7,12,23,27,15,4
10.6.24,18-24 Brexit Party,2,3,6,10,11,13,16,20,14,5,1
10.6.24,18-24 Conservatives,1,2,3,6,8,10,15,23,20,9,2
10.6.24,18-24 Greens,2,3,6,10,11,13,16,19,13,5,1
10.6.24,18-24 Labour,2,2,5,8,10,12,16,21,16,6,2
10.6.24,18-24 Liberal Democrats,1,2,4,7,9,11,16,22,18,7,2
10.6.24,18-24 Other,2,3,6,10,11,13,16,20,13,5,1
10.6.24,18-24 SNP,1,2,4,7,9,11,16,22,17,7,2
10.6.24,25-49 Brexit Party,2,3,6,10,11,13,16,19,13,5,1
10.6.24,25-49 Conservatives,1,2,3,6,7,10,15,23,21,9,2
10.6.24,25-49 Greens,2,3,6,10,11,13,16,19,13,5,1
10.6.24,25-49 Labour,2,2,5,8,9,12,16,22,16,6,2
10.6.24,25-49 Liberal Democrats,1,2,4,7,9,11,16,22,18,7,2
10.6.24,25-49 Other,2,3,6,10,11,13,16,19,13,5,1
10.6.24,25-49 SNP,1,2,4,7,9,11,16,22,18,7,2
10.6.24,50-64 Brexit Party,2,2,5,8,10,12,16,21,16,6,2
10.6.24,50-64 Conservatives,1,1,3,5,6,9,14,24,24,11,3
10.6.24,50-64 Greens,2,2,5,8,10,12,16,21,16,6,1
10.6.24,50-64 Labour,1,2,4,6,8,11,16,23,19,8,2
10.6.24,50-64 Liberal Democrats,1,1,3,6,7,10,15,23,21,9,2
10.6.24,50-64 Other,2,2,5,8,10,12,16,21,16,6,2
10.6.24,50-64 SNP,1,1,3,6,7,10,15,23,21,9,2
10.6.24,65+ Brexit Party,1,1,3,5,7,10,15,23,22,10,3
10.6.24,65+ Conservatives,1,1,2,3,4,6,11,22,29,17,5
10.6.24,65+ Greens,1,1,3,6,7,10,15,23,21,10,2
10.6.24,65+ Labour,1,1,2,4,6,8,13,24,25,13,3
10.6.24,65+ Liberal Democrats,1,1,2,4,5,7,13,23,26,14,4
10.6.24,65+ Other,1,1,3,5,7,9,15,24,22,10,3
10.6.24,65+ SNP,1,1,2,4,5,8,13,23,26,14,4
10.6.24,Asian Brexit Party,2,2,5,8,10,12,16,21,16,6,2
10.6.24,Asian Conservatives,1,1,3,5,6,9,14,23,24,12,3
10.6.24,Asian Greens,2,3,6,9,10,13,16,20,14,5,1
10.6.24,Asian Labour,1,2,4,7,9,11,16,22,18,7,2
10.6.24,Asian Liberal Democrats,1,2,4,6,8,10,15,23,20,9,2
10.6.24,Asian Other,2,2,5,8,10,12,16,21,16,6,2
10.6.24,Asian SNP,1,2,4,6,8,11,16,23,19,8,2
10.6.24,Black Brexit Party,1,1,2,4,6,8,13,23,25,13,4
10.6.24,Black Conservatives,0,1,1,2,3,5,9,20,30,21,7
10.6.24,Black Greens,1,1,3,5,7,9,15,23,22,10,3
10.6.24,Black Labour,1,1,2,4,5,8,13,23,25,13,4
10.6.24,Black Liberal Democrats,1,1,2,3,4,7,11,22,28,16,5
10.6.24,Black Other,1,1,3,5,6,8,13,23,25,12,3
10.6.24,Black SNP,1,1,2,4,5,7,12,23,27,15,4
10.6.24,Mixed Brexit Party,2,3,6,10,11,13,16,20,14,5,1
10.6.24,Mixed Conservatives,1,1,3,6,7,10,15,23,22,10,3
10.6.24,Mixed Greens,3,4,8,11,12,13,15,17,11,4,1
10.6.24,Mixed Labour,2,3,6,9,11,13,16,20,14,5,1
10.6.24,Mixed Liberal Democrats,2,2,5,8,9,11,16,21,17,7,2
10.6.24,Mixed Other,2,3,6,10,11,13,16,19,14,5,1
10.6.24,Mixed SNP,2,2,5,8,10,12,16,21,16,6,2
10.6.24,Other Brexit Party,2,2,5,8,9,12,16,21,16,7,2
10.6.24,Other Conservatives,1,1,3,5,6,9,14,23,24,12,3
10.6.24,Other Greens,2,3,6,10,11,13,16,19,13,5,1
10.6.24,Other Labour,2,2,5,8,9,12,16,21,16,7,2
10.6.24,Other Liberal Democrats,1,2,4,7,8,10,15,23,20,9,2
10.6.24,Other Other,2,2,5,8,10,12,16,21,16,6,2
10.6.24,Other SNP,1,2,4,7,8,11,15,22,19,8,2
10.6.24,White Brexit Party,2,2,5,8,9,12,16,21,17,7,2
10.6.24,White Conservatives,1,1,3,5,6,8,13,23,24,12,3
10.6.24,White Greens,2,3,6,9,10,12,16,20,15,6,1
10.6.24,White Labour,1,2,4,7,9,11,16,22,18,7,2
10.6.24,White Liberal Democrats,1,2,3,6,8,10,15,23,20,9,2
10.6.24,White Other,2,2,5,8,9,12,16,21,17,7,2
10.6.24,White SNP,1,2,4,6,8,11,15,23,20,8,2
13.5.24,National,2,2,4,6,7,9,15,20,22,10,3
13.5.24,Female,1,2,4,6,7,9,15,21,23,11,3
13.5.24,Male,2,2,4,6,7,9,15,20,22,10,2
13.5.24,18-24,2,3,6,8,9,12,17,19,16,6,1
13.5.24,25-49,2,2,5,7,8,11,17,20,18,7,2
13.5.24,50-64,1,2,4,6,7,9,16,22,22,10,2
13.5.24,65+,1,1,2,3,4,6,12,20,30,17,5
13.5.24,Asian,2,2,5,7,8,11,16,20,18,7,2
13.5.24,Black,1,1,3,4,5,8,13,21,26,14,4
13.5.24,Mixed,2,2,4,6,7,9,15,20,23,11,3
13.5.24,Other,1,1,3,5,5,8,14,20,26,14,4
13.5.24,White,2,2,4,6,7,9,15,21,22,10,3
13.5.24,Brexit Party,3,3,8,10,10,12,16,17,14,5,1
13.5.24,Conservatives,1,1,3,4,5,8,14,21,26,13,3
13.5.24,Greens,2,2,6,8,9,11,17,20,18,7,2
13.5.24,Labour,2,2,5,7,8,11,16,20,19,8,2
13.5.24,Liberal Democrats,2,2,4,6,7,10,16,21,21,9,2
13.5.24,Other,2,2,5,7,8,11,16,20,19,8,2
13.5.24,SNP,2,2,5,7,8,10,16,20,19,8,2
13.5.24,Female 18-24,2,2,6,8,9,12,17,19,16,6,1
13.5.24,Female 25-49,2,2,5,7,8,11,17,21,19,7,2
13.5.24,Female 50-64,1,1,4,5,6,9,15,22,23,10,2
13.5.24,Female 65+,1,1,2,3,4,6,11,20,30,18,5
13.5.24,Male 18-24,2,3,6,9,9,12,17,19,16,6,1
13.5.24,Male 25-49,2,2,6,8,9,11,17,20,17,7,1
13.5.24,Male 50-64,2,2,4,6,7,10,16,21,22,9,2
13.5.24,Male 65+,1,1,2,3,4,6,12,21,29,16,4
13.5.24,Female Asian,2,2,5,7,8,10,16,20,19,8,2
13.5.24,Female Black,1,1,3,5,6,8,14,21,25,13,3
13.5.24,Female Mixed,1,2,4,6,6,9,15,20,23,11,3
13.5.24,Female Other,1,1,3,5,6,8,14,21,25,13,3
13.5.24,Female White,1,2,4,6,7,9,15,21,23,11,3
13.5.24,Male Asian,2,2,6,8,9,11,17,19,18,7,2
13.5.24,Male Black,1,1,3,4,5,7,13,20,26,14,4
13.5.24,Male Mixed,2,2,4,6,7,9,15,20,22,10,2
13.5.24,Male Other,1,1,3,4,5,7,13,20,26,14,4
13.5.24,Male White,2,2,4,6,7,10,15,20,21,9,2
13.5.24,Female Brexit Party,3,3,7,9,10,12,17,18,15,6,1
13.5.24,Female Conservatives,1,1,3,4,5,7,13,21,27,14,4
13.5.24,Female Greens,2,2,5,7,8,11,16,20,19,8,2
13.5.24,Female Labour,2,2,5,7,8,10,16,20,19,8,2
13.5.24,Female Liberal Democrats,2,2,4,6,7,9,16,21,22,10,2
13.5.24,Female Other,2,2,5,7,8,10,16,20,21,9,2
13.5.24,Female SNP,2,2,5,7,8,10,16,21,20,8,2
13.5.24,Male Brexit Party,4,4,8,11,11,12,16,17,13,5,1
13.5.24,Male Conservatives,1,1,3,5,6,8,14,21,25,13,3
13.5.24,Male Greens,2,3,6,8,9,11,17,19,16,6,1
13.5.24,Male Labour,2,2,5,8,9,11,17,20,18,7,2
13.5.24,Male Liberal Democrats,2,2,5,7,8,10,16,20,20,9,2
13.5.24,Male Other,2,2,6,8,9,11,16,19,18,7,2
13.5.24,Male SNP,2,2,5,7,8,11,16,20,19,8,2
13.5.24,18-24 Asian,3,3,7,9,10,12,17,18,15,5,1
13.5.24,18-24 Black,2,2,5,7,8,10,17,21,20,8,2
13.5.24,18-24 Mixed,3,3,7,9,10,12,17,18,14,5,1
13.5.24,18-24 Other,2,2,5,7,8,11,17,20,18,7,2
13.5.24,18-24 White,2,3,6,8,9,12,17,19,16,6,1
13.5.24,25-49 Asian,2,2,6,8,9,11,17,19,17,6,1
13.5.24,25-49 Black,2,2,4,6,7,10,16,21,22,9,2
13.5.24,25-49 Mixed,2,3,6,8,9,12,17,19,16,6,1
13.5.24,25-49 Other,2,2,4,7,8,10,16,21,20,8,2
13.5.24,25-49 White,2,2,5,7,8,11,17,20,18,7,2
13.5.24,50-64 Asian,2,2,4,6,7,10,16,21,21,9,2
13.5.24,50-64 Black,1,1,3,4,5,8,14,22,26,12,3
13.5.24,50-64 Mixed,2,2,4,6,7,10,16,21,20,8,2
13.5.24,50-64 Other,1,1,3,5,6,8,15,22,24,11,3
13.5.24,50-64 White,1,2,4,6,7,9,16,22,22,10,2
13.5.24,65+ Asian,1,1,2,3,4,7,13,21,29,15,4
13.5.24,65+ Black,1,1,2,2,3,5,10,19,32,20,6
13.5.24,65+ Mixed,1,1,2,4,5,7,13,21,28,15,4
13.5.24,65+ Other,1,1,2,3,4,5,11,20,31,19,5
13.5.24,65+ White,1,1,2,3,4,6,12,21,30,17,4
13.5.24,18-24 Brexit Party,5,5,11,14,12,13,15,13,8,3,1
13.5.24,18-24 Conservatives,2,2,5,7,8,10,17,21,20,8,2
13.5.24,18-24 Greens,3,3,7,10,10,12,17,18,14,5,1
13.5.24,18-24 Labour,3,3,6,9,10,12,17,19,15,6,1
13.5.24,18-24 Liberal Democrats,2,3,6,8,9,12,17,19,16,6,1
13.5.24,18-24 Other,3,3,7,10,11,13,17,17,13,5,1
13.5.24,18-24 SNP,3,3,6,9,10,12,17,19,15,6,1
13.5.24,25-49 Brexit Party,5,5,10,13,12,13,16,14,9,3,1
13.5.24,25-49 Conservatives,2,2,4,6,7,10,16,21,21,9,2
13.5.24,25-49 Greens,3,3,6,9,10,12,17,19,15,5,1
13.5.24,25-49 Labour,2,2,6,8,9,11,17,20,17,6,1
13.5.24,25-49 Liberal Democrats,2,2,5,8,9,11,17,20,17,7,1
13.5.24,25-49 Other,3,3,7,9,10,12,17,18,14,5,1
13.5.24,25-49 SNP,2,2,6,8,9,11,17,20,17,6,1
13.5.24,50-64 Brexit Party,3,4,8,11,11,13,17,17,12,4,1
13.5.24,50-64 Conservatives,1,1,3,5,6,8,15,22,25,11,3
13.5.24,50-64 Greens,2,2,5,7,8,11,17,21,19,7,2
13.5.24,50-64 Labour,2,2,4,6,8,10,17,21,20,8,2
13.5.24,50-64 Liberal Democrats,2,2,4,6,7,10,16,22,21,9,2
13.5.24,50-64 Other,2,2,5,8,9,11,17,20,18,7,1
13.5.24,50-64 SNP,2,2,4,6,7,10,16,21,21,8,2
13.5.24,65+ Brexit Party,2,2,5,7,8,10,17,21,19,8,2
13.5.24,65+ Conservatives,1,1,2,3,3,5,11,20,31,19,5
13.5.24,65+ Greens,1,1,3,4,5,8,14,22,27,13,3
13.5.24,65+ Labour,1,1,2,4,5,7,13,22,28,14,4
13.5.24,65+ Liberal Democrats,1,1,2,3,4,7,13,21,29,15,4
13.5.24,65+ Other,1,1,3,4,5,8,14,22,26,12,3
13.5.24,65+ SNP,1,1,2,4,5,7,13,22,28,14,4
13.5.24,Asian Brexit Party,4,4,10,12,12,13,16,15,11,4,1
13.5.24,Asian Conservatives,1,2,4,6,7,9,16,21,22,10,2
13.5.24,Asian Greens,3,3,7,9,10,12,17,18,15,5,1
13.5.24,Asian Labour,2,3,6,9,9,12,17,19,16,6,1
13.5.24,Asian Liberal Democrats,2,2,5,8,9,11,17,20,18,7,2
13.5.24,Asian Other,3,3,7,9,10,12,17,18,15,6,1
13.5.24,Asian SNP,2,3,6,8,9,12,17,19,16,6,1
13.5.24,Black Brexit Party,2,2,6,8,9,11,16,20,18,7,2
13.5.24,Black Conservatives,1,1,2,3,4,6,12,20,29,18,5
13.5.24,Black Greens,2,2,4,6,7,10,16,21,21,9,2
13.5.24,Black Labour,1,2,4,6,7,9,15,21,23,10,2
13.5.24,Black Liberal Democrats,1,1,3,5,6,8,14,21,25,12,3
13.5.24,Black Other,1,2,4,6,7,9,15,21,23,11,3
13.5.24,Black SNP,1,1,4,5,6,9,15,21,23,11,3
13.5.24,Mixed Brexit Party,3,3,8,10,10,12,16,17,14,5,1
13.5.24,Mixed Conservatives,1,1,3,4,5,7,13,21,27,14,3
13.5.24,Mixed Greens,2,3,6,8,9,11,16,19,17,7,2
13.5.24,Mixed Labour,2,2,5,8,9,11,16,20,18,7,2
13.5.24,Mixed Liberal Democrats,2,2,4,6,7,10,16,20,21,9,2
13.5.24,Mixed Other,2,2,5,7,8,10,16,20,19,8,2
13.5.24,Mixed SNP,2,2,5,7,8,11,16,20,19,8,2
13.5.24,Other Brexit Party,2,2,6,8,9,11,16,19,17,7,2
13.5.24,Other Conservatives,1,1,2,3,4,6,12,20,29,17,5
13.5.24,Other Greens,2,2,5,7,8,10,16,20,20,9,2
13.5.24,Other Labour,2,2,4,6,7,9,16,21,22,10,2
13.5.24,Other Liberal Democrats,1,1,3,5,6,8,14,21,25,12,3
13.5.24,Other Other,2,2,4,6,7,9,15,21,23,10,2
13.5.24,Other SNP,1,2,4,6,7,9,15,21,23,10,3
13.5.24,White Brexit Party,3,3,8,10,10,12,16,17,13,5,1
