"Date","Demographic.Level","Never","Rarely","Sometimes","Very.often","Always"
"19.2.24","Mixed",6,29,61,1,3
"19.2.24","Other Ethnicity",55,27,17,0,1
"19.2.24","White",16,37,41,6,0
"19.2.24","Brexit Party",30,40,29,0,0
"19.2.24","Conservatives",19,33,41,4,2
"19.2.24","Greens",17,38,39,6,1
"19.2.24","Labour",15,38,41,5,0
"19.2.24","Liberal Democrats",9,38,44,8,1
"19.2.24","Other Party",12,33,48,6,0
"19.2.24","SNP",17,44,29,10,0
"19.2.24","Female 18-24",7,50,41,2,0
"19.2.24","Female 25-49",15,37,42,6,0
"19.2.24","Female 50-64",20,38,36,4,2
"19.2.24","Female 65+",16,31,50,3,0
"19.2.24","Male 18-24",8,48,27,10,8
"19.2.24","Male 25-49",20,32,41,6,0
"19.2.24","Male 50-64",17,39,36,7,0
"19.2.24","Male 65+",20,31,45,4,0
"19.2.24","Female Asian",20,43,36,2,0
"19.2.24","Female Black",7,30,48,2,13
"19.2.24","Female Mixed",2,27,71,0,0
"19.2.24","Female Other",52,32,15,0,0
"19.2.24","Female White",15,37,43,5,0
"19.2.24","Male Asian",25,30,33,5,6
"19.2.24","Male Black",1,24,67,7,1
"19.2.24","Male Mixed",10,31,51,1,6
"19.2.24","Male Other",56,23,18,0,2
"19.2.24","Male White",17,37,39,7,0
"19.2.24","Female Brexit Party",26,24,50,0,0
"19.2.24","Female Conservatives",16,35,45,3,1
"19.2.24","Female Greens",21,33,37,9,0
"19.2.24","Female Labour",15,37,43,4,0
"19.2.24","Female Liberal Democrats",11,42,38,8,0
"19.2.24","Female Other",8,45,44,4,0
"19.2.24","Female SNP",18,47,33,2,0
"19.2.24","Male Brexit Party",32,49,18,0,0
"19.2.24","Male Conservatives",23,32,38,5,2
"19.2.24","Male Greens",12,43,40,2,2
"19.2.24","Male Labour",15,38,39,7,0
"19.2.24","Male Liberal Democrats",7,34,50,7,2
"19.2.24","Male Other",14,26,51,8,0
"19.2.24","Male SNP",17,40,26,17,0
"19.2.24","18-24 Asian",13,47,16,3,20
"19.2.24","18-24 Black",0,38,62,0,0
"19.2.24","18-24 Mixed",4,28,42,4,22
"19.2.24","18-24 Other",7,75,4,0,14
"19.2.24","18-24 White",7,50,35,8,0
"19.2.24","25-49 Asian",24,40,34,2,0
"19.2.24","25-49 Black",7,42,37,10,3
"19.2.24","25-49 Mixed",7,54,39,0,0
"19.2.24","25-49 Other",57,17,26,0,0
"19.2.24","25-49 White",16,34,43,7,0
"19.2.24","50-64 Asian",23,32,41,4,0
"19.2.24","50-64 Black",7,33,22,9,29
"19.2.24","50-64 Mixed",8,74,18,0,0
"19.2.24","50-64 Other",50,47,3,0,0
"19.2.24","50-64 White",18,39,37,6,0
"19.2.24","65+ Asian",30,13,53,5,0
"19.2.24","65+ Black",0,7,93,0,0
"19.2.24","65+ Mixed",6,9,85,0,0
"19.2.24","65+ Other",64,18,18,0,0
"19.2.24","65+ White",16,37,42,5,0
"19.2.24","18-24 Brexit Party",0,86,14,0,0
"19.2.24","18-24 Conservatives",9,36,32,8,14
"19.2.24","18-24 Greens",15,58,27,0,0
"19.2.24","18-24 Labour",9,46,42,3,0
"19.2.24","18-24 Liberal Democrats",0,89,2,0,9
"19.2.24","18-24 Other",10,4,86,0,0
"19.2.24","18-24 SNP",0,45,10,45,0
"19.2.24","25-49 Brexit Party",28,32,40,0,0
"19.2.24","25-49 Conservatives",18,32,43,6,1
"19.2.24","25-49 Greens",19,32,44,5,0
"19.2.24","25-49 Labour",18,37,39,6,0
"19.2.24","25-49 Liberal Democrats",13,30,47,10,0
"19.2.24","25-49 Other",14,32,41,13,0
"19.2.24","25-49 SNP",17,49,30,4,0
"19.2.24","50-64 Brexit Party",49,33,18,0,0
"19.2.24","50-64 Conservatives",19,39,34,6,2
"19.2.24","50-64 Greens",24,31,33,8,4
"19.2.24","50-64 Labour",17,36,42,5,0
"19.2.24","50-64 Liberal Democrats",7,44,43,5,1
"19.2.24","50-64 Other",25,35,31,9,0
"19.2.24","50-64 SNP",23,47,25,6,0
"19.2.24","65+ Brexit Party",19,47,34,0,0
"19.2.24","65+ Conservatives",21,31,46,2,0
"19.2.24","65+ Greens",0,43,46,11,0
"19.2.24","65+ Labour",13,32,46,8,0
"19.2.24","65+ Liberal Democrats",9,25,56,10,0
"19.2.24","65+ Other",0,41,59,0,0
"19.2.24","65+ SNP",25,24,50,0,0
"19.2.24","Asian Brexit Party",0,3,97,0,0
"19.2.24","Asian Conservatives",16,35,40,3,6
"19.2.24","Asian Greens",0,0,100,0,0
"19.2.24","Asian Labour",31,45,21,3,0
"19.2.24","Asian Liberal Democrats",16,34,44,0,7
"19.2.24","Asian Other",60,38,2,0,0
"19.2.24","Asian SNP",30,24,26,20,0
"19.2.24","Black Brexit Party",0,100,0,0,0
"19.2.24","Black Conservatives",0,10,78,0,12
"19.2.24","Black Greens",0,0,100,0,0
"19.2.24","Black Labour",11,36,40,13,0
"19.2.24","Black Liberal Democrats",0,40,48,8,4
"19.2.24","Black Other",0,0,100,0,0
"19.2.24","Black SNP",0,100,0,0,0
"19.2.24","Mixed Brexit Party",8,0,92,0,0
"19.2.24","Mixed Conservatives",1,32,63,0,5
"19.2.24","Mixed Greens",0,0,100,0,0
"19.2.24","Mixed Labour",10,44,47,0,0
"19.2.24","Mixed Liberal Democrats",0,0,92,0,8
"19.2.24","Mixed Other",0,0,100,0,0
"19.2.24","Mixed SNP",67,18,0,15,0
"19.2.24","Other Brexit Party",0,19,81,0,0
"19.2.24","Other Conservatives",97,0,0,0,3
"19.2.24","Other Greens",0,0,100,0,0
"19.2.24","Other Labour",21,74,5,0,0
"19.2.24","Other Liberal Democrats",0,21,79,0,0
"19.2.24","Other Ethnicity Other Party",24,76,0,0,0
"19.2.24","Other SNP",6,26,68,0,0
"19.2.24","White Brexit Party",37,42,20,0,0
"19.2.24","White Conservatives",18,37,40,5,0
"19.2.24","White Greens",21,47,24,7,1
"19.2.24","White Labour",14,35,45,6,0
"19.2.24","White Liberal Democrats",10,41,41,9,0
"19.2.24","White Other",8,34,49,8,0
"19.2.24","White SNP",15,44,31,10,0
"22.1.24","National",14,36,43,6,0
"22.1.24","Female",13,35,46,5,0
"22.1.24","Male",14,37,41,7,0
"22.1.24","18-24",16,44,32,8,0
"22.1.24","25-49",15,35,43,7,1
"22.1.24","50-64",16,35,43,6,1
"22.1.24","65+",10,35,49,5,0
"22.1.24","Asian",24,26,46,4,1
"22.1.24","Black",5,25,56,14,0
"22.1.24","Mixed",14,21,62,2,0
"22.1.24","Other Ethnicity",21,71,8,0,0
"22.1.24","White",13,37,43,7,0
"22.1.24","Brexit Party",37,46,16,1,0
"22.1.24","Conservatives",15,33,45,6,0
"22.1.24","Greens",19,35,39,5,1
"22.1.24","Labour",12,40,40,7,1
"22.1.24","Liberal Democrats",7,29,57,7,0
"22.1.24","Other Party",10,44,42,3,0
"22.1.24","SNP",20,43,34,3,0
"22.1.24","Female 18-24",11,39,39,10,0
"22.1.24","Female 25-49",15,35,43,6,1
"22.1.24","Female 50-64",14,33,47,5,1
"22.1.24","Female 65+",10,35,51,3,0
"22.1.24","Male 18-24",20,48,26,6,0
"22.1.24","Male 25-49",15,35,42,8,1
"22.1.24","Male 50-64",17,36,39,8,0
"22.1.24","Male 65+",10,35,47,7,0
"22.1.24","Female Asian",27,22,46,5,0
"22.1.24","Female Black",8,28,47,17,0
"22.1.24","Female Mixed",10,21,68,1,0
"22.1.24","Female Other",0,91,9,0,0
"22.1.24","Female White",13,36,46,5,1
"22.1.24","Male Asian",20,29,47,2,2
"22.1.24","Male Black",2,24,63,11,0
"22.1.24","Male Mixed",19,22,57,3,0
"22.1.24","Male Other",33,59,7,0,0
"22.1.24","Male White",13,38,40,8,0
"22.1.24","Female Brexit Party",36,53,8,4,0
"22.1.24","Female Conservatives",13,34,48,5,1
"22.1.24","Female Greens",22,34,41,3,0
"22.1.24","Female Labour",13,39,41,7,0
"22.1.24","Female Liberal Democrats",9,26,62,3,0
"22.1.24","Female Other",9,46,43,2,0
"22.1.24","Female SNP",19,37,40,4,0
"22.1.24","Male Brexit Party",37,43,20,0,0
"22.1.24","Male Conservatives",17,33,43,8,0
"22.1.24","Male Greens",17,37,37,6,3
"22.1.24","Male Labour",12,42,38,8,1
"22.1.24","Male Liberal Democrats",5,31,53,11,1
"22.1.24","Male Other",11,44,42,4,0
"22.1.24","Male SNP",20,50,28,3,0
"22.1.24","18-24 Asian",23,37,32,8,0
"22.1.24","18-24 Black",0,62,0,38,0
"22.1.24","18-24 Mixed",0,100,0,0,0
"22.1.24","18-24 Other",44,56,0,0,0
"22.1.24","18-24 White",16,39,39,6,0
"22.1.24","25-49 Asian",26,24,46,3,1
"22.1.24","25-49 Black",15,30,35,21,0
"22.1.24","25-49 Mixed",29,22,41,7,0
"22.1.24","25-49 Other",38,48,14,0,0
"22.1.24","25-49 White",12,37,44,7,1
"22.1.24","50-64 Asian",18,19,63,0,0
"22.1.24","50-64 Black",0,36,52,12,0
"22.1.24","50-64 Mixed",78,0,22,0,0
"22.1.24","50-64 Other",38,30,33,0,0
"22.1.24","50-64 White",15,36,42,7,1
"22.1.24","65+ Asian",20,28,40,7,5
"22.1.24","65+ Black",0,5,95,0,0
"22.1.24","65+ Mixed",0,3,97,0,0
"22.1.24","65+ Other",3,97,0,0,0
"22.1.24","65+ White",12,36,45,7,0
"22.1.24","18-24 Brexit Party",3,97,0,0,0
"22.1.24","18-24 Conservatives",39,20,41,0,0
"22.1.24","18-24 Greens",2,86,12,0,0
"22.1.24","18-24 Labour",13,42,33,11,0
"22.1.24","18-24 Liberal Democrats",0,43,42,15,0
"22.1.24","18-24 Other",2,85,12,0,0
"22.1.24","18-24 SNP",2,98,0,0,0
"22.1.24","25-49 Brexit Party",39,24,37,0,0
"22.1.24","25-49 Conservatives",16,29,43,11,1
"22.1.24","25-49 Greens",23,20,45,8,3
"22.1.24","25-49 Labour",13,42,38,6,1
"22.1.24","25-49 Liberal Democrats",10,28,60,2,0
"22.1.24","25-49 Other",12,46,38,3,0
"22.1.24","25-49 SNP",28,40,28,4,0
"22.1.24","50-64 Brexit Party",38,42,16,4,0
"22.1.24","50-64 Conservatives",17,36,40,6,1
"22.1.24","50-64 Greens",25,30,40,5,0
"22.1.24","50-64 Labour",12,38,43,6,1
"22.1.24","50-64 Liberal Democrats",8,22,60,10,0
"22.1.24","50-64 Other",24,33,36,8,0
"22.1.24","50-64 SNP",17,29,54,0,0
"22.1.24","65+ Brexit Party",39,61,0,0,0
"22.1.24","65+ Conservatives",10,36,50,4,0
"22.1.24","65+ Greens",17,36,48,0,0
"22.1.24","65+ Labour",10,35,47,9,0
"22.1.24","65+ Liberal Democrats",3,30,55,11,2
"22.1.24","65+ Other",0,41,59,0,0
"22.1.24","65+ SNP",16,20,55,10,0
"22.1.24","Asian Brexit Party",91,9,0,0,0
"22.1.24","Asian Conservatives",20,17,60,3,0
"22.1.24","Asian Greens",48,0,52,0,0
"22.1.24","Asian Labour",27,41,24,7,1
"22.1.24","Asian Liberal Democrats",11,17,68,0,5
"22.1.24","Asian Other",0,0,100,0,0
"22.1.24","Asian SNP",22,21,58,0,0
"22.1.24","Black Brexit Party",0,100,0,0,0
"22.1.24","Black Conservatives",2,16,69,12,0
"22.1.24","Black Greens",0,20,80,0,0
"22.1.24","Black Labour",7,40,40,14,0
"22.1.24","Black Liberal Democrats",0,0,68,32,0
"22.1.24","Black Other",0,100,0,0,0
"22.1.24","Black SNP",41,19,41,0,0
"22.1.24","Mixed Brexit Party",18,82,0,0,0
"22.1.24","Mixed Conservatives",18,9,74,0,0
"22.1.24","Mixed Greens",11,24,32,33,0
"22.1.24","Mixed Labour",4,38,55,3,0
"22.1.24","Mixed Liberal Democrats",20,23,57,0,0
"22.1.24","Mixed Other",0,12,88,0,0
"22.1.24","Mixed SNP",43,23,34,0,0
"22.1.24","Other Brexit Party",28,68,5,0,0
"22.1.24","Other Conservatives",19,81,0,0,0
"22.1.24","Other Greens",54,20,26,0,0
"22.1.24","Other Labour",18,61,20,0,0
"22.1.24","Other Liberal Democrats",15,85,0,0,0
"22.1.24","Other Ethnicity Other Party",22,66,12,0,0
"22.1.24","Other SNP",63,13,24,0,0
"22.1.24","White Brexit Party",36,43,19,2,0
"22.1.24","White Conservatives",15,35,43,7,0
"22.1.24","White Greens",17,41,36,5,1
"22.1.24","White Labour",11,39,42,7,1
"22.1.24","White Liberal Democrats",6,29,58,7,0
"22.1.24","White Other",12,45,39,4,0
"22.1.24","White SNP",15,50,31,4,0
"4.3.24","National",16,36,42,6,0
"4.3.24","Female",15,37,42,6,0
"4.3.24","Male",17,36,41,6,1
"4.3.24","18-24",12,41,34,12,1
"4.3.24","25-49",16,36,41,6,0
"4.3.24","50-64",18,35,42,5,0
"4.3.24","65+",14,36,46,4,0
"4.3.24","Asian",19,28,49,4,0
"4.3.24","Black",12,30,54,4,0
"4.3.24","Mixed",5,63,31,1,0
"4.3.24","Other Ethnicity",53,18,30,0,0
"4.3.24","White",15,37,41,7,1
"4.3.24","Brexit Party",42,24,33,0,0
"4.3.24","Conservatives",17,36,42,5,0
"4.3.24","Greens",14,41,34,11,0
"4.3.24","Labour",17,37,39,6,1
"4.3.24","Liberal Democrats",6,32,52,10,1
"4.3.24","Other Party",16,42,33,9,0
"4.3.24","SNP",13,47,36,4,0
"4.3.24","Female 18-24",9,46,32,12,0
"4.3.24","Female 25-49",17,36,41,6,0
"4.3.24","Female 50-64",15,36,44,4,0
"4.3.24","Female 65+",13,37,45,4,1
"4.3.24","Male 18-24",15,36,36,12,2
"4.3.24","Male 25-49",16,37,41,6,1
"4.3.24","Male 50-64",21,34,39,5,0
"4.3.24","Male 65+",15,35,46,4,0
"4.3.24","Female Asian",25,25,47,3,0
"4.3.24","Female Black",20,34,40,6,0
"4.3.24","Female Mixed",0,63,35,2,0
"4.3.24","Female Other",45,23,33,0,0
"4.3.24","Female White",13,38,42,6,0
"4.3.24","Male Asian",12,31,52,5,0
"4.3.24","Male Black",6,27,65,3,0
"4.3.24","Male Mixed",11,63,26,0,0
"4.3.24","Male Other",57,15,28,0,0
"4.3.24","Male White",16,37,40,7,1
"4.3.24","Female Brexit Party",22,31,47,0,0
"4.3.24","Female Conservatives",15,37,44,4,0
"4.3.24","Female Greens",12,44,28,16,0
"4.3.24","Female Labour",16,37,39,7,1
"4.3.24","Female Liberal Democrats",8,30,53,8,1
"4.3.24","Female Other",9,52,30,9,0
"4.3.24","Female SNP",19,47,31,3,0
"4.3.24","Male Brexit Party",53,21,26,0,0
"4.3.24","Male Conservatives",19,35,41,5,0
"4.3.24","Male Greens",16,37,42,6,0
"4.3.24","Male Labour",17,37,39,5,1
"4.3.24","Male Liberal Democrats",4,33,51,11,1
"4.3.24","Male Other",20,36,35,9,0
"4.3.24","Male SNP",7,47,40,5,0
"4.3.24","18-24 Asian",11,34,40,15,0
"4.3.24","18-24 Black",0,60,30,10,0
"4.3.24","18-24 Mixed",0,75,25,0,0
"4.3.24","18-24 Other",48,23,29,0,0
"4.3.24","18-24 White",12,39,34,13,1
"4.3.24","25-49 Asian",21,25,53,1,0
"4.3.24","25-49 Black",18,39,36,8,0
"4.3.24","25-49 Mixed",9,40,48,4,0
"4.3.24","25-49 Other",23,37,40,0,0
"4.3.24","25-49 White",16,38,39,7,1
"4.3.24","50-64 Asian",25,19,52,3,0
"4.3.24","50-64 Black",35,28,35,2,0
"4.3.24","50-64 Mixed",36,41,23,0,0
"4.3.24","50-64 Other",0,30,70,0,0
"4.3.24","50-64 White",17,36,41,5,0
"4.3.24","65+ Asian",7,46,43,5,0
"4.3.24","65+ Black",0,13,87,0,0
"4.3.24","65+ Mixed",0,75,25,0,0
"4.3.24","65+ Other",82,3,15,0,0
"4.3.24","65+ White",12,37,46,5,0
"4.3.24","18-24 Brexit Party",0,72,28,0,0
"4.3.24","18-24 Conservatives",21,42,19,18,0
"4.3.24","18-24 Greens",0,37,27,36,0
"4.3.24","18-24 Labour",13,43,33,9,2
"4.3.24","18-24 Liberal Democrats",0,19,69,12,0
"4.3.24","18-24 Other",20,46,16,18,0
"4.3.24","18-24 SNP",0,57,43,0,0
"4.3.24","25-49 Brexit Party",43,24,33,0,0
"4.3.24","25-49 Conservatives",15,35,42,7,0
"4.3.24","25-49 Greens",20,40,37,3,0
"4.3.24","25-49 Labour",19,36,39,5,1
"4.3.24","25-49 Liberal Democrats",4,35,52,9,0
"4.3.24","25-49 Other",10,46,20,23,0
"4.3.24","25-49 SNP",21,44,30,5,0
"4.3.24","50-64 Brexit Party",57,17,26,0,0
"4.3.24","50-64 Conservatives",18,37,43,3,0
"4.3.24","50-64 Greens",20,46,24,9,0
"4.3.24","50-64 Labour",17,33,43,6,0
"4.3.24","50-64 Liberal Democrats",12,30,44,12,2
"4.3.24","50-64 Other",33,27,39,0,0
"4.3.24","50-64 SNP",10,46,40,4,0
"4.3.24","65+ Brexit Party",34,25,41,0,0
"4.3.24","65+ Conservatives",17,35,45,2,0
"4.3.24","65+ Greens",0,37,52,11,0
"4.3.24","65+ Labour",10,38,42,8,1
"4.3.24","65+ Liberal Democrats",5,32,53,9,2
"4.3.24","65+ Other",6,48,46,0,0
"4.3.24","65+ SNP",7,47,40,6,0
"4.3.24","Asian Brexit Party",0,0,100,0,0
"4.3.24","Asian Conservatives",9,37,49,4,0
"4.3.24","Asian Greens",15,0,85,0,0
"4.3.24","Asian Labour",37,27,30,5,0
"4.3.24","Asian Liberal Democrats",0,0,100,0,0
"4.3.24","Asian Other",42,38,0,20,0
"4.3.24","Asian SNP",0,51,49,0,0
"4.3.24","Black Brexit Party",0,0,100,0,0
"4.3.24","Black Conservatives",10,16,74,0,0
"4.3.24","Black Greens",60,0,40,0,0
"4.3.24","Black Labour",16,22,50,11,0
"4.3.24","Black Liberal Democrats",0,100,0,0,0
"4.3.24","Black Other",19,43,0,38,0
"4.3.24","Black SNP",0,74,26,0,0
"4.3.24","Mixed Brexit Party",8,0,92,0,0
"4.3.24","Mixed Conservatives",4,72,23,0,0
"4.3.24","Mixed Greens",21,0,79,0,0
"4.3.24","Mixed Labour",0,76,21,3,0
"4.3.24","Mixed Liberal Democrats",19,0,81,0,0
"4.3.24","Mixed Other",21,71,0,8,0
"4.3.24","Mixed SNP",0,95,5,0,0
"4.3.24","Other Brexit Party",0,0,100,0,0
"4.3.24","Other Conservatives",79,11,11,0,0
"4.3.24","Other Greens",0,0,100,0,0
"4.3.24","Other Labour",42,29,29,0,0
"4.3.24","Other Liberal Democrats",0,0,100,0,0
"4.3.24","Other Ethnicity Other Party",88,12,0,0,0
"4.3.24","Other SNP",0,100,0,0,0
"4.3.24","White Brexit Party",53,30,17,0,0
"4.3.24","White Conservatives",16,37,42,5,0
"4.3.24","White Greens",11,51,24,14,0
"4.3.24","White Labour",14,38,40,6,1
"4.3.24","White Liberal Democrats",6,33,47,12,1
"4.3.24","White Other",10,42,41,7,0
"4.3.24","White SNP",16,41,38,5,0
"5.2.24","National",17,35,41,7,1
"5.2.24","Female",15,36,42,5,1
"5.2.24","Male",18,33,40,8,0
"5.2.24","18-24",18,27,46,9,0
"5.2.24","25-49",16,38,38,7,1
"5.2.24","50-64",16,36,40,7,0
"5.2.24","65+",17,32,45,5,1
"5.2.24","Asian",20,42,35,3,0
"5.2.24","Black",3,37,44,12,3
"5.2.24","Mixed",64,17,18,0,1
"5.2.24","Other Ethnicity",4,31,65,0,0
"5.2.24","White",15,35,42,7,1
"5.2.24","Brexit Party",39,16,43,0,2
"5.2.24","Conservatives",18,36,40,6,1
"5.2.24","Greens",11,46,36,5,1
"5.2.24","Labour",16,33,44,6,0
"5.2.24","Liberal Democrats",5,39,43,13,1
"5.2.24","Other Party",28,26,42,4,0
"5.2.24","SNP",21,30,38,8,3
"5.2.24","Female 18-24",16,31,46,7,0
"5.2.24","Female 25-49",12,41,39,7,1
"5.2.24","Female 50-64",15,36,43,6,0
"5.2.24","Female 65+",18,33,45,2,1
"5.2.24","Male 18-24",19,24,46,11,0
"5.2.24","Male 25-49",19,35,37,8,1
"5.2.24","Male 50-64",18,37,37,8,0
"5.2.24","Male 65+",16,31,45,8,0
"5.2.24","Female Asian",18,39,42,1,0
"5.2.24","Female Black",6,30,55,6,2
"5.2.24","Female Mixed",60,23,17,0,0
"5.2.24","Female Other",0,43,57,0,0
"5.2.24","Female White",14,37,42,6,1
"5.2.24","Male Asian",22,46,27,5,0
"5.2.24","Male Black",1,42,37,17,4
"5.2.24","Male Mixed",68,11,19,0,2
"5.2.24","Male Other",6,24,70,0,0
"5.2.24","Male White",17,33,41,9,0
"5.2.24","Female Brexit Party",34,27,38,0,1
"5.2.24","Female Conservatives",16,37,41,5,1
"5.2.24","Female Greens",9,50,41,0,0
"5.2.24","Female Labour",15,36,43,6,0
