"Date","Demographic.Level","Not.at.all","Somewhat","Moderately","Very.much.so","Completely"
"18.3.24","50-64 SNP",54,42,4,0,0
"18.3.24","65+ Brexit Party",67,0,33,0,0
"18.3.24","65+ Conservatives",26,52,19,2,0
"18.3.24","65+ Greens",39,28,33,0,0
"18.3.24","65+ Labour",32,39,28,1,0
"18.3.24","65+ Liberal Democrats",30,42,23,5,0
"18.3.24","65+ Other",32,29,39,0,0
"18.3.24","65+ SNP",42,51,7,0,0
"18.3.24","Asian Brexit Party",2,0,98,0,0
"18.3.24","Asian Conservatives",30,36,25,9,0
"18.3.24","Asian Greens",0,0,100,0,0
"18.3.24","Asian Labour",29,42,25,4,0
"18.3.24","Asian Liberal Democrats",7,63,23,7,0
"18.3.24","Asian Other",0,0,100,0,0
"18.3.24","Asian SNP",75,0,25,0,0
"18.3.24","Black Brexit Party",77,23,0,0,0
"18.3.24","Black Conservatives",28,49,23,0,0
"18.3.24","Black Greens",83,0,0,0,17
"18.3.24","Black Labour",18,53,14,15,0
"18.3.24","Black Liberal Democrats",37,63,0,0,0
"18.3.24","Black Other",88,0,0,2,10
"18.3.24","Black SNP",0,100,0,0,0
"18.3.24","Mixed Brexit Party",99,0,0,1,0
"18.3.24","Mixed Conservatives",30,55,15,0,0
"18.3.24","Mixed Greens",100,0,0,0,0
"18.3.24","Mixed Labour",27,46,23,3,0
"18.3.24","Mixed Liberal Democrats",0,100,0,0,0
"18.3.24","Mixed Other",0,0,100,0,0
"18.3.24","Mixed SNP",100,0,0,0,0
"18.3.24","Other Brexit Party",24,3,60,13,0
"18.3.24","Other Conservatives",11,89,0,0,0
"18.3.24","Other Greens",18,0,82,0,0
"18.3.24","Other Labour",27,21,49,3,0
"18.3.24","Other Liberal Democrats",0,42,58,0,0
"18.3.24","Other Ethnicity Other Party",92,0,0,0,8
"18.3.24","Other SNP",100,0,0,0,0
"18.3.24","White Brexit Party",50,26,22,3,0
"18.3.24","White Conservatives",26,42,25,6,1
"18.3.24","White Greens",36,32,26,5,1
"18.3.24","White Labour",36,35,22,6,1
"18.3.24","White Liberal Democrats",26,46,23,4,1
"18.3.24","White Other",27,28,40,3,2
"18.3.24","White SNP",42,41,11,5,0
"19.2.24","National",32,37,23,7,1
"19.2.24","Female",34,38,22,6,0
"19.2.24","Male",30,35,24,9,2
"19.2.24","18-24",23,50,18,5,4
"19.2.24","25-49",30,36,23,9,1
"19.2.24","50-64",34,35,24,6,1
"19.2.24","65+",36,35,22,7,0
"19.2.24","Asian",25,37,26,10,2
"19.2.24","Black",38,22,21,12,7
"19.2.24","Mixed",22,42,2,33,1
"19.2.24","Other Ethnicity",49,43,6,2,0
"19.2.24","White",32,37,24,6,1
"19.2.24","Brexit Party",34,29,28,9,0
"19.2.24","Conservatives",30,33,23,11,2
"19.2.24","Greens",31,28,39,3,0
"19.2.24","Labour",35,41,19,5,0
"19.2.24","Liberal Democrats",28,44,25,2,1
"19.2.24","Other Party",27,41,30,2,0
"19.2.24","SNP",39,35,24,2,1
"19.2.24","Female 18-24",24,51,21,4,0
"19.2.24","Female 25-49",29,38,24,8,1
"19.2.24","Female 50-64",37,38,20,5,0
"19.2.24","Female 65+",40,35,20,4,0
"19.2.24","Male 18-24",23,49,16,6,7
"19.2.24","Male 25-49",31,34,23,10,2
"19.2.24","Male 50-64",30,32,28,7,2
"19.2.24","Male 65+",32,34,24,9,0
"19.2.24","Female Asian",27,34,29,10,0
"19.2.24","Female Black",36,23,27,13,2
"19.2.24","Female Mixed",24,61,3,13,0
"19.2.24","Female Other",43,46,11,0,0
"19.2.24","Female White",34,39,22,5,0
"19.2.24","Male Asian",22,40,23,10,5
"19.2.24","Male Black",39,22,16,12,11
"19.2.24","Male Mixed",19,24,1,54,2
"19.2.24","Male Other",53,41,3,3,0
"19.2.24","Male White",29,36,27,7,1
"19.2.24","Female Brexit Party",49,23,20,8,0
"19.2.24","Female Conservatives",32,37,21,9,1
"19.2.24","Female Greens",27,27,45,2,0
"19.2.24","Female Labour",36,41,20,3,0
"19.2.24","Female Liberal Democrats",28,46,23,4,0
"19.2.24","Female Other",50,21,28,0,0
"19.2.24","Female SNP",39,32,25,2,2
"19.2.24","Male Brexit Party",26,33,33,9,0
"19.2.24","Male Conservatives",28,29,25,13,4
"19.2.24","Male Greens",35,29,32,4,0
"19.2.24","Male Labour",33,41,19,7,1
"19.2.24","Male Liberal Democrats",28,43,27,1,1
"19.2.24","Male Other",13,52,31,3,0
"19.2.24","Male SNP",38,38,23,1,0
"19.2.24","18-24 Asian",24,45,20,5,7
"19.2.24","18-24 Black",0,74,5,21,0
"19.2.24","18-24 Mixed",22,45,2,31,0
"19.2.24","18-24 Other",21,75,4,0,0
"19.2.24","18-24 White",25,47,21,2,4
"19.2.24","25-49 Asian",23,40,22,12,2
"19.2.24","25-49 Black",18,9,45,23,5
"19.2.24","25-49 Mixed",33,36,4,23,5
"19.2.24","25-49 Other",52,24,18,7,0
"19.2.24","25-49 White",31,38,23,7,1
"19.2.24","50-64 Asian",37,16,32,15,0
"19.2.24","50-64 Black",26,14,23,10,27
"19.2.24","50-64 Mixed",36,12,0,52,0
"19.2.24","50-64 Other",0,100,0,0,0
"19.2.24","50-64 White",34,37,24,4,0
"19.2.24","65+ Asian",17,42,40,0,0
"19.2.24","65+ Black",73,21,4,0,3
"19.2.24","65+ Mixed",13,50,1,36,0
"19.2.24","65+ Other",64,34,1,0,0
"19.2.24","65+ White",33,34,27,6,0
"19.2.24","18-24 Brexit Party",0,76,19,6,0
"19.2.24","18-24 Conservatives",10,33,20,19,17
"19.2.24","18-24 Greens",22,20,55,3,0
"19.2.24","18-24 Labour",32,50,19,0,0
"19.2.24","18-24 Liberal Democrats",0,100,0,0,0
"19.2.24","18-24 Other",0,10,85,5,0
"19.2.24","18-24 SNP",48,41,0,11,0
"19.2.24","25-49 Brexit Party",34,19,26,20,0
"19.2.24","25-49 Conservatives",28,35,20,14,3
"19.2.24","25-49 Greens",35,25,34,6,0
"19.2.24","25-49 Labour",31,39,21,8,1
"19.2.24","25-49 Liberal Democrats",26,38,33,3,0
"19.2.24","25-49 Other",30,40,28,2,0
"19.2.24","25-49 SNP",37,29,32,0,2
"19.2.24","50-64 Brexit Party",29,33,29,8,0
"19.2.24","50-64 Conservatives",30,33,26,8,2
"19.2.24","50-64 Greens",21,41,38,0,0
"19.2.24","50-64 Labour",41,36,19,4,0
"19.2.24","50-64 Liberal Democrats",39,35,24,2,1
"19.2.24","50-64 Other",28,54,17,1,0
"19.2.24","50-64 SNP",33,48,19,0,0
"19.2.24","65+ Brexit Party",43,26,31,0,0
"19.2.24","65+ Conservatives",34,32,23,10,0
"19.2.24","65+ Greens",42,21,37,0,0
"19.2.24","65+ Labour",44,41,15,0,0
"19.2.24","65+ Liberal Democrats",31,43,22,3,2
"19.2.24","65+ Other",30,40,28,3,0
"19.2.24","65+ SNP",41,32,27,0,0
"19.2.24","Asian Brexit Party",0,0,100,0,0
"19.2.24","Asian Conservatives",24,35,15,21,6
"19.2.24","Asian Greens",0,0,100,0,0
"19.2.24","Asian Labour",34,42,18,6,0
"19.2.24","Asian Liberal Democrats",0,44,56,0,0
"19.2.24","Asian Other",39,47,15,0,0
"19.2.24","Asian SNP",51,23,26,0,0
"19.2.24","Black Brexit Party",0,0,100,0,0
"19.2.24","Black Conservatives",58,0,8,22,12
"19.2.24","Black Greens",0,0,100,0,0
"19.2.24","Black Labour",21,56,18,5,0
"19.2.24","Black Liberal Democrats",36,12,40,0,13
"19.2.24","Black Other",0,100,0,0,0
"19.2.24","Black SNP",0,45,55,0,0
"19.2.24","Mixed Brexit Party",85,0,7,8,0
"19.2.24","Mixed Conservatives",0,36,0,64,0
"19.2.24","Mixed Greens",21,0,65,13,0
"19.2.24","Mixed Labour",52,44,0,0,4
"19.2.24","Mixed Liberal Democrats",0,100,0,0,0
"19.2.24","Mixed Other",39,0,0,61,0
"19.2.24","Mixed SNP",85,0,0,15,0
"19.2.24","Other Brexit Party",17,81,3,0,0
"19.2.24","Other Conservatives",89,11,0,0,0
"19.2.24","Other Greens",0,15,85,0,0
"19.2.24","Other Labour",11,68,15,7,0
"19.2.24","Other Liberal Democrats",0,100,0,0,0
"19.2.24","Other Ethnicity Other Party",24,76,0,0,0
"19.2.24","Other SNP",38,62,0,0,0
"19.2.24","White Brexit Party",37,33,20,10,0
"19.2.24","White Conservatives",27,36,27,8,1
"19.2.24","White Greens",37,34,25,3,0
"19.2.24","White Labour",36,38,21,4,0
"19.2.24","White Liberal Democrats",32,42,23,3,0
"19.2.24","White Other",27,37,37,0,0
"19.2.24","White SNP",38,36,23,1,1
"22.1.24","National",27,39,25,7,1
"22.1.24","Female",27,42,24,6,2
"22.1.24","Male",28,37,26,8,1
"22.1.24","18-24",21,38,30,10,2
"22.1.24","25-49",26,40,24,8,1
"22.1.24","50-64",30,38,25,5,2
"22.1.24","65+",29,40,25,6,0
"22.1.24","Asian",25,27,36,9,3
"22.1.24","Black",10,51,16,14,9
"22.1.24","Mixed",30,10,35,25,0
"22.1.24","Other Ethnicity",49,46,1,4,0
"22.1.24","White",28,41,25,6,1
"22.1.24","Brexit Party",39,29,22,11,0
"22.1.24","Conservatives",24,37,30,7,2
"22.1.24","Greens",25,34,29,12,0
"22.1.24","Labour",30,43,20,6,1
"22.1.24","Liberal Democrats",27,44,19,10,1
"22.1.24","Other Party",29,39,32,0,0
"22.1.24","SNP",32,36,23,9,0
"22.1.24","Female 18-24",23,44,22,9,2
"22.1.24","Female 25-49",25,42,23,9,1
"22.1.24","Female 50-64",29,42,22,4,3
"22.1.24","Female 65+",30,40,28,2,1
"22.1.24","Male 18-24",19,31,36,11,2
"22.1.24","Male 25-49",28,39,26,7,1
"22.1.24","Male 50-64",31,35,27,6,1
"22.1.24","Male 65+",28,39,22,11,0
"22.1.24","Female Asian",25,27,37,9,2
"22.1.24","Female Black",15,39,15,17,14
"22.1.24","Female Mixed",32,12,55,1,0
"22.1.24","Female Other",13,87,0,0,0
"22.1.24","Female White",28,43,22,5,1
"22.1.24","Male Asian",25,28,36,9,3
"22.1.24","Male Black",7,60,17,12,5
"22.1.24","Male Mixed",28,8,14,49,0
"22.1.24","Male Other",69,22,2,7,0
"22.1.24","Male White",27,39,28,6,0
"22.1.24","Female Brexit Party",45,43,5,7,0
"22.1.24","Female Conservatives",24,39,30,4,3
"22.1.24","Female Greens",14,47,26,14,0
"22.1.24","Female Labour",28,45,20,6,1
"22.1.24","Female Liberal Democrats",34,43,13,9,1
"22.1.24","Female Other",36,43,21,0,0
"22.1.24","Female SNP",35,29,31,5,0
"22.1.24","Male Brexit Party",36,21,30,12,0
"22.1.24","Male Conservatives",25,35,30,9,1
"22.1.24","Male Greens",38,19,32,11,0
"22.1.24","Male Labour",34,40,20,6,1
"22.1.24","Male Liberal Democrats",20,45,24,11,0
"22.1.24","Male Other",25,37,38,0,0
"22.1.24","Male SNP",29,43,15,12,0
"22.1.24","18-24 Asian",16,27,39,18,0
"22.1.24","18-24 Black",21,34,27,4,14
"22.1.24","18-24 Mixed",11,0,87,2,0
"22.1.24","18-24 Other",0,71,0,29,0
"22.1.24","18-24 White",23,41,26,9,1
"22.1.24","25-49 Asian",19,29,39,7,5
"22.1.24","25-49 Black",18,20,28,30,4
"22.1.24","25-49 Mixed",24,39,15,22,0
"22.1.24","25-49 Other",28,68,4,0,0
"22.1.24","25-49 White",28,42,23,6,1
"22.1.24","50-64 Asian",38,17,35,11,0
"22.1.24","50-64 Black",9,14,21,22,34
"22.1.24","50-64 Mixed",48,0,25,27,0
"22.1.24","50-64 Other",0,98,0,2,0
"22.1.24","50-64 White",31,40,25,4,0
"22.1.24","65+ Asian",41,38,21,0,0
"22.1.24","65+ Black",0,100,0,0,0
"22.1.24","65+ Mixed",35,0,32,32,0
"22.1.24","65+ Other",81,16,0,2,0
"22.1.24","65+ White",26,40,28,5,1
"22.1.24","18-24 Brexit Party",13,6,78,3,0
"22.1.24","18-24 Conservatives",27,17,47,10,0
"22.1.24","18-24 Greens",0,17,72,11,0
"22.1.24","18-24 Labour",23,42,20,11,3
"22.1.24","18-24 Liberal Democrats",19,46,26,10,0
"22.1.24","18-24 Other",6,16,78,0,0
"22.1.24","18-24 SNP",0,81,17,2,0
"22.1.24","25-49 Brexit Party",40,16,24,20,0
"22.1.24","25-49 Conservatives",23,36,31,8,2
"22.1.24","25-49 Greens",26,36,26,13,0
"22.1.24","25-49 Labour",27,47,21,5,1
"22.1.24","25-49 Liberal Democrats",21,45,19,14,2
"22.1.24","25-49 Other",42,29,29,0,0
"22.1.24","25-49 SNP",47,18,23,12,0
"22.1.24","50-64 Brexit Party",45,22,18,15,0
"22.1.24","50-64 Conservatives",27,37,27,6,3
"22.1.24","50-64 Greens",34,35,19,12,0
"22.1.24","50-64 Labour",32,41,24,3,0
"22.1.24","50-64 Liberal Democrats",35,45,15,6,0
"22.1.24","50-64 Other",41,29,30,0,0
"22.1.24","50-64 SNP",24,39,36,1,0
"22.1.24","65+ Brexit Party",36,49,15,0,0
"22.1.24","65+ Conservatives",24,40,29,6,1
"22.1.24","65+ Greens",33,42,11,13,0
"22.1.24","65+ Labour",47,31,14,7,0
"22.1.24","65+ Liberal Democrats",33,41,19,7,0
"22.1.24","65+ Other",11,64,24,0,0
"22.1.24","65+ SNP",28,45,14,14,0
"22.1.24","Asian Brexit Party",100,0,0,0,0
"22.1.24","Asian Conservatives",28,20,33,13,6
"22.1.24","Asian Greens",0,58,42,0,0
"22.1.24","Asian Labour",21,36,35,7,1
"22.1.24","Asian Liberal Democrats",23,30,47,0,0
"22.1.24","Asian Other",72,28,0,0,0
"22.1.24","Asian SNP",0,0,77,23,0
"22.1.24","Black Brexit Party",0,100,0,0,0
"22.1.24","Black Conservatives",3,57,23,2,15
"22.1.24","Black Greens",0,20,0,80,0
"22.1.24","Black Labour",25,44,15,10,6
"22.1.24","Black Liberal Democrats",0,47,0,53,0
"22.1.24","Black Other",57,43,0,0,0
"22.1.24","Black SNP",0,45,15,41,0
"22.1.24","Mixed Brexit Party",92,0,8,0,0
"22.1.24","Mixed Conservatives",0,7,46,46,0
"22.1.24","Mixed Greens",27,0,10,63,0
"22.1.24","Mixed Labour",43,23,34,0,0
"22.1.24","Mixed Liberal Democrats",100,0,0,0,0
"22.1.24","Mixed Other",88,0,12,0,0
"22.1.24","Mixed SNP",42,0,42,17,0
"22.1.24","Other Brexit Party",75,19,0,6,0
"22.1.24","Other Conservatives",49,51,0,0,0
"22.1.24","Other Greens",28,43,20,9,0
"22.1.24","Other Labour",48,44,0,8,0
"22.1.24","Other Liberal Democrats",55,45,0,0,0
"22.1.24","Other Ethnicity Other Party",58,42,0,0,0
"22.1.24","Other SNP",25,12,19,43,0
"22.1.24","White Brexit Party",32,28,27,13,0
"22.1.24","White Conservatives",26,38,31,5,1
"22.1.24","White Greens",29,33,30,8,0
"22.1.24","White Labour",30,44,19,6,1
"22.1.24","White Liberal Democrats",25,47,19,9,1
"22.1.24","White Other",19,42,39,0,0
"22.1.24","White SNP",37,43,17,3,0
"4.3.24","National",33,39,23,4,0
"4.3.24","Female",36,39,22,3,0
"4.3.24","Male",30,39,24,6,1
"4.3.24","18-24",25,46,19,10,1
"4.3.24","25-49",36,38,21,4,1
"4.3.24","50-64",34,39,22,4,0
"4.3.24","65+",33,38,27,2,0
"4.3.24","Asian",32,44,19,5,0
"4.3.24","Black",21,39,31,6,2
"4.3.24","Mixed",50,24,26,0,0
"4.3.24","Other Ethnicity",52,25,23,0,0
"4.3.24","White",33,40,23,4,0
"4.3.24","Brexit Party",41,29,26,3,0
"4.3.24","Conservatives",30,40,25,5,0
"4.3.24","Greens",36,39,18,7,0
"4.3.24","Labour",36,36,22,4,1
"4.3.24","Liberal Democrats",36,39,22,3,0
"4.3.24","Other Party",37,39,16,5,3
"4.3.24","SNP",29,55,16,1,0
"4.3.24","Female 18-24",30,41,23,4,2
"4.3.24","Female 25-49",40,37,19,3,0
"4.3.24","Female 50-64",35,40,22,3,0
"4.3.24","Female 65+",35,38,26,1,0
"4.3.24","Male 18-24",20,50,15,15,0
"4.3.24","Male 25-49",31,39,24,6,1
"4.3.24","Male 50-64",34,38,23,5,1
"4.3.24","Male 65+",31,37,29,3,0
"4.3.24","Female Asian",41,39,19,2,0
"4.3.24","Female Black",33,28,30,4,5
"4.3.24","Female Mixed",53,25,22,0,0
"4.3.24","Female Other",48,31,21,0,0
"4.3.24","Female White",35,40,22,3,0
"4.3.24","Male Asian",23,50,20,7,0
"4.3.24","Male Black",12,48,32,8,0
"4.3.24","Male Mixed",48,22,30,0,0
"4.3.24","Male Other",55,21,24,0,0
"4.3.24","Male White",30,39,24,6,1
"4.3.24","Female Brexit Party",21,58,21,0,0
"4.3.24","Female Conservatives",33,39,25,3,0
"4.3.24","Female Greens",41,42,18,0,0
"4.3.24","Female Labour",41,35,21,2,1
"4.3.24","Female Liberal Democrats",40,39,18,3,0
"4.3.24","Female Other",43,36,9,12,0
"4.3.24","Female SNP",26,58,16,0,0
"4.3.24","Male Brexit Party",52,14,29,5,0
"4.3.24","Male Conservatives",27,41,25,6,0
"4.3.24","Male Greens",30,36,17,16,0
"4.3.24","Male Labour",31,38,24,6,1
"4.3.24","Male Liberal Democrats",34,38,25,3,0
"4.3.24","Male Other",33,41,20,1,5
"4.3.24","Male SNP",32,51,15,1,0
"4.3.24","18-24 Asian",19,52,22,8,0
"4.3.24","18-24 Black",18,44,9,12,16
"4.3.24","18-24 Mixed",52,21,27,0,0
"4.3.24","18-24 Other",7,72,20,0,0
"4.3.24","18-24 White",26,45,18,11,0
"4.3.24","25-49 Asian",34,39,23,4,0
"4.3.24","25-49 Black",31,28,31,10,0
"4.3.24","25-49 Mixed",41,31,27,1,0
"4.3.24","25-49 Other",54,26,20,0,0
"4.3.24","25-49 White",35,39,21,4,1
"4.3.24","50-64 Asian",40,48,6,6,0
"4.3.24","50-64 Black",29,23,40,8,0
"4.3.24","50-64 Mixed",45,55,0,0,0
"4.3.24","50-64 Other",6,92,0,2,0
"4.3.24","50-64 White",34,38,23,4,0
"4.3.24","65+ Asian",23,56,21,0,0
"4.3.24","65+ Black",10,54,35,1,0
"4.3.24","65+ Mixed",56,15,29,0,0
"4.3.24","65+ Other",71,0,29,0,0
"4.3.24","65+ White",30,40,27,3,0
"4.3.24","18-24 Brexit Party",10,72,17,0,0
"4.3.24","18-24 Conservatives",0,66,21,13,0
"4.3.24","18-24 Greens",0,43,20,37,0
"4.3.24","18-24 Labour",33,36,20,10,2
"4.3.24","18-24 Liberal Democrats",54,27,19,0,0
"4.3.24","18-24 Other",53,30,15,2,0
"4.3.24","18-24 SNP",3,96,0,0,0
"4.3.24","25-49 Brexit Party",23,37,30,10,0
"4.3.24","25-49 Conservatives",34,35,25,6,0
"4.3.24","25-49 Greens",43,39,15,4,0
"4.3.24","25-49 Labour",37,38,20,3,1
"4.3.24","25-49 Liberal Democrats",37,38,22,3,0
"4.3.24","25-49 Other",21,50,7,13,9
"4.3.24","25-49 SNP",32,51,17,0,0
"4.3.24","50-64 Brexit Party",87,12,0,1,0
"4.3.24","50-64 Conservatives",29,42,24,4,1
"4.3.24","50-64 Greens",42,37,21,0,0
"4.3.24","50-64 Labour",35,37,24,5,0
"4.3.24","50-64 Liberal Democrats",37,40,19,4,0
"4.3.24","50-64 Other",40,31,29,1,0
"4.3.24","50-64 SNP",41,46,10,3,0
"4.3.24","65+ Brexit Party",17,33,50,0,0
"4.3.24","65+ Conservatives",32,39,26,3,0
"4.3.24","65+ Greens",42,40,18,0,0
"4.3.24","65+ Labour",40,28,32,0,0
"4.3.24","65+ Liberal Democrats",29,42,25,4,0
"4.3.24","65+ Other",45,38,15,2,0
"4.3.24","65+ SNP",32,36,32,0,0
"4.3.24","Asian Brexit Party",31,0,69,0,0
"4.3.24","Asian Conservatives",28,55,14,3,0
"4.3.24","Asian Greens",0,51,49,0,0
"4.3.24","Asian Labour",26,44,21,8,0
"4.3.24","Asian Liberal Democrats",73,0,27,0,0
"4.3.24","Asian Other",83,0,0,17,0
"4.3.24","Asian SNP",0,100,0,0,0
"4.3.24","Black Brexit Party",29,0,71,0,0
"4.3.24","Black Conservatives",9,45,40,6,0
"4.3.24","Black Greens",0,100,0,0,0
"4.3.24","Black Labour",32,17,35,9,7
"4.3.24","Black Liberal Democrats",47,53,0,0,0
"4.3.24","Black Other",52,0,0,48,0
"4.3.24","Black SNP",0,100,0,0,0
"4.3.24","Mixed Brexit Party",18,0,82,0,0
"4.3.24","Mixed Conservatives",43,19,37,0,0
"4.3.24","Mixed Greens",0,100,0,0,0
"4.3.24","Mixed Labour",63,17,20,0,0
"4.3.24","Mixed Liberal Democrats",76,24,0,0,0
"4.3.24","Mixed Other",92,0,0,8,0
"4.3.24","Mixed SNP",0,100,0,0,0
"4.3.24","Other Brexit Party",15,5,72,8,0
"4.3.24","Other Conservatives",84,16,0,0,0
"4.3.24","Other Greens",67,33,0,0,0
"4.3.24","Other Labour",10,53,37,0,0
"4.3.24","Other Liberal Democrats",0,11,89,0,0
"4.3.24","Other Ethnicity Other Party",100,0,0,0,0
"4.3.24","Other SNP",100,0,0,0,0
"4.3.24","White Brexit Party",45,36,15,4,0
"4.3.24","White Conservatives",28,41,26,5,0
"4.3.24","White Greens",42,32,17,9,0
"4.3.24","White Labour",38,37,21,4,1
"4.3.24","White Liberal Democrats",32,43,21,4,0
"4.3.24","White Other",26,49,20,2,4
"4.3.24","White SNP",33,47,20,1,0
"5.2.24","National",28,38,27,6,1
"5.2.24","Female",29,39,27,5,1
"5.2.24","Male",27,38,27,7,1
"5.2.24","18-24",27,34,31,8,0
"5.2.24","25-49",25,37,28,9,1
"5.2.24","50-64",34,41,20,5,1
"5.2.24","65+",28,40,30,2,0
"5.2.24","Asian",23,41,23,12,0
"5.2.24","Black",2,51,21,17,9
"5.2.24","Mixed",59,25,15,1,0
"5.2.24","Other Ethnicity",0,37,62,0,0
"5.2.24","White",30,38,27,5,1
"5.2.24","Brexit Party",22,36,39,0,4
"5.2.24","Conservatives",27,38,28,7,0
"5.2.24","Greens",20,45,24,9,2
"5.2.24","Labour",30,38,26,5,1
"5.2.24","Liberal Democrats",28,39,24,7,3
"5.2.24","Other Party",32,39,24,5,1
"5.2.24","SNP",26,38,32,2,3
"5.2.24","Female 18-24",27,33,35,4,0
"5.2.24","Female 25-49",22,37,30,9,1
"5.2.24","Female 50-64",33,45,18,2,2
"5.2.24","Female 65+",34,38,27,2,0
"5.2.24","Male 18-24",26,34,28,12,0
"5.2.24","Male 25-49",27,36,26,10,2
"5.2.24","Male 50-64",35,37,21,7,1
"5.2.24","Male 65+",21,42,33,3,0
"5.2.24","Female Asian",22,43,22,13,0
"5.2.24","Female Black",4,50,22,14,11
"5.2.24","Female Mixed",60,26,12,1,0
"5.2.24","Female Other",0,40,58,1,0
"5.2.24","Female White",30,38,27,4,1
"5.2.24","Male Asian",25,40,24,10,1
"5.2.24","Male Black",0,52,20,20,8
"5.2.24","Male Mixed",57,24,18,1,0
"5.2.24","Male Other",0,35,64,0,0
"5.2.24","Male White",29,37,26,7,0
"5.2.24","Female Brexit Party",19,55,20,0,6
"5.2.24","Female Conservatives",29,38,28,6,0
"5.2.24","Female Greens",18,43,22,17,1
"5.2.24","Female Labour",30,38,27,5,1
