Date,Demographic.Level,0,1,2,3,4,5,6,7,8,9,10
10.6.24,Male 50-64,2,2,3,4,7,11,12,17,21,15,8
10.6.24,Male 65+,1,1,2,3,4,7,9,15,24,21,14
10.6.24,Female Asian,1,1,3,4,6,10,11,17,22,16,9
10.6.24,Female Black,1,1,2,2,4,7,9,15,23,22,15
10.6.24,Female Mixed,2,2,4,5,8,12,13,17,19,13,7
10.6.24,Female Other,2,2,3,5,7,11,12,17,20,14,7
10.6.24,Female White,1,2,3,4,6,10,12,17,21,16,9
10.6.24,Male Asian,1,2,3,4,6,10,12,17,21,15,9
10.6.24,Male Black,1,1,1,2,4,6,8,14,23,23,17
10.6.24,Male Mixed,2,2,4,5,8,12,13,16,19,12,7
10.6.24,Male Other,2,2,3,4,6,10,12,17,21,15,9
10.6.24,Male White,2,2,3,4,6,10,12,17,21,15,8
10.6.24,Female Brexit Party,1,2,3,4,6,10,12,17,21,15,8
10.6.24,Female Conservatives,1,1,2,3,5,8,10,16,23,19,12
10.6.24,Female Greens,2,2,4,6,9,13,13,17,17,11,5
10.6.24,Female Labour,2,2,3,5,7,12,13,17,19,13,7
10.6.24,Female Liberal Democrats,1,2,3,4,6,10,12,17,21,15,9
10.6.24,Female Other,2,2,4,5,8,12,13,17,19,12,6
10.6.24,Female SNP,1,1,2,4,6,10,12,17,22,16,9
10.6.24,Male Brexit Party,2,2,3,5,7,11,12,17,20,14,8
10.6.24,Male Conservatives,1,1,2,3,5,9,10,16,23,18,11
10.6.24,Male Greens,3,3,5,7,9,14,14,16,16,10,5
10.6.24,Male Labour,2,2,4,5,8,12,13,17,19,12,6
10.6.24,Male Liberal Democrats,2,2,3,4,7,11,12,17,21,15,8
10.6.24,Male Other,2,3,4,6,9,13,13,16,17,10,5
10.6.24,Male SNP,1,1,3,4,6,10,12,17,21,16,9
10.6.24,18-24 Asian,2,2,3,5,7,11,13,17,20,13,7
10.6.24,18-24 Black,1,1,2,3,5,9,11,17,23,18,10
10.6.24,18-24 Mixed,3,3,5,8,10,14,14,16,15,8,4
10.6.24,18-24 Other,3,3,4,6,9,14,14,16,17,10,5
10.6.24,18-24 White,2,2,4,5,8,12,13,17,19,12,6
10.6.24,25-49 Asian,2,2,3,4,6,11,12,17,21,15,8
10.6.24,25-49 Black,1,1,2,3,5,8,10,16,23,19,11
10.6.24,25-49 Mixed,3,3,5,7,10,14,14,16,16,9,4
10.6.24,25-49 Other,2,2,4,6,9,13,13,17,18,11,5
10.6.24,25-49 White,2,2,3,5,7,12,13,17,20,13,7
10.6.24,50-64 Asian,1,1,2,3,5,9,11,17,23,17,10
10.6.24,50-64 Black,1,1,2,2,4,7,9,15,24,22,14
10.6.24,50-64 Mixed,2,2,4,6,9,13,13,17,18,11,5
10.6.24,50-64 Other,2,2,3,5,7,12,13,17,20,13,7
10.6.24,50-64 White,1,2,3,4,6,10,12,17,21,15,8
10.6.24,65+ Asian,1,1,1,2,3,6,8,14,24,23,16
10.6.24,65+ Black,0,0,1,1,2,4,6,12,23,27,22
10.6.24,65+ Mixed,1,1,2,4,6,10,12,17,22,16,9
10.6.24,65+ Other,1,1,2,3,5,8,10,16,23,18,11
10.6.24,65+ White,1,1,2,2,4,7,9,15,24,21,13
10.6.24,18-24 Brexit Party,2,2,4,6,8,13,13,17,18,11,6
10.6.24,18-24 Conservatives,1,2,3,4,6,10,12,17,21,15,8
10.6.24,18-24 Greens,3,3,5,7,10,14,14,16,15,9,4
10.6.24,18-24 Labour,2,2,4,6,8,13,13,17,18,11,5
10.6.24,18-24 Liberal Democrats,2,2,3,5,8,12,13,17,19,12,6
10.6.24,18-24 Other,3,3,5,7,10,14,14,16,15,9,4
10.6.24,18-24 SNP,2,2,3,4,7,11,12,17,21,14,7
10.6.24,25-49 Brexit Party,2,2,4,5,8,12,13,17,19,12,6
10.6.24,25-49 Conservatives,1,1,3,4,6,10,12,17,22,16,9
10.6.24,25-49 Greens,3,3,5,7,10,14,14,16,16,9,4
10.6.24,25-49 Labour,2,2,4,6,8,13,13,17,18,11,6
10.6.24,25-49 Liberal Democrats,2,2,3,5,7,12,13,17,20,13,7
10.6.24,25-49 Other,3,3,5,7,10,14,14,16,16,9,4
10.6.24,25-49 SNP,2,2,3,4,7,11,12,17,21,14,8
10.6.24,50-64 Brexit Party,2,2,3,5,7,11,13,17,20,13,7
10.6.24,50-64 Conservatives,1,1,2,3,5,9,11,17,23,17,10
10.6.24,50-64 Greens,2,2,4,6,9,13,14,17,17,10,5
10.6.24,50-64 Labour,2,2,3,5,7,12,13,17,20,13,7
10.6.24,50-64 Liberal Democrats,1,2,3,4,6,11,12,17,21,15,8
10.6.24,50-64 Other,2,3,4,6,9,13,14,17,17,10,5
10.6.24,50-64 SNP,1,1,2,4,6,10,11,17,22,16,9
10.6.24,65+ Brexit Party,1,1,2,3,5,9,11,16,23,18,11
10.6.24,65+ Conservatives,1,1,1,2,4,6,9,15,24,22,15
10.6.24,65+ Greens,1,2,3,4,6,11,12,17,21,15,8
10.6.24,65+ Labour,1,1,2,3,5,9,11,17,23,18,10
10.6.24,65+ Liberal Democrats,1,1,2,3,4,8,10,16,24,20,12
10.6.24,65+ Other,1,2,3,4,6,11,12,17,21,15,8
10.6.24,65+ SNP,1,1,2,2,4,7,9,15,24,21,14
10.6.24,Asian Brexit Party,1,2,3,4,6,10,12,17,21,15,8
10.6.24,Asian Conservatives,1,1,2,3,5,8,10,16,23,19,12
10.6.24,Asian Greens,2,2,4,6,8,13,13,17,18,11,5
10.6.24,Asian Labour,2,2,3,5,7,11,13,17,20,13,7
10.6.24,Asian Liberal Democrats,1,1,3,4,6,10,12,17,22,15,9
10.6.24,Asian Other,2,2,4,6,8,13,13,17,18,11,6
10.6.24,Asian SNP,1,1,2,4,6,9,11,17,22,17,9
10.6.24,Black Brexit Party,1,1,2,2,4,7,9,15,24,21,14
10.6.24,Black Conservatives,1,1,1,2,3,5,7,13,23,25,20
10.6.24,Black Greens,1,1,3,4,6,10,12,17,22,16,9
10.6.24,Black Labour,1,1,2,3,5,8,10,16,23,19,11
10.6.24,Black Liberal Democrats,1,1,2,2,4,7,9,15,24,22,15
10.6.24,Black Other,1,1,2,3,5,9,11,17,22,17,10
10.6.24,Black SNP,1,1,1,2,4,6,9,15,24,22,15
10.6.24,Mixed Brexit Party,2,2,4,6,8,13,13,17,18,11,6
10.6.24,Mixed Conservatives,1,2,3,4,6,10,12,17,21,15,9
10.6.24,Mixed Greens,4,4,6,8,11,15,13,15,13,7,3
10.6.24,Mixed Labour,3,3,5,7,10,14,14,16,16,9,4
10.6.24,Mixed Liberal Democrats,2,2,4,6,8,12,13,17,18,12,6
10.6.24,Mixed Other,3,3,5,8,10,14,13,15,15,8,4
10.6.24,Mixed SNP,2,2,4,5,8,12,13,17,19,12,6
10.6.24,Other Brexit Party,2,2,3,5,7,11,12,17,20,13,7
10.6.24,Other Conservatives,1,1,2,3,5,9,11,17,23,18,10
10.6.24,Other Greens,3,3,5,7,10,14,14,16,15,9,4
10.6.24,Other Labour,2,2,4,6,9,13,13,17,18,11,5
10.6.24,Other Liberal Democrats,2,2,3,5,7,11,12,17,20,14,7
10.6.24,Other Other,3,3,5,6,9,13,13,16,17,10,5
10.6.24,Other SNP,2,2,3,4,7,11,12,17,21,14,8
10.6.24,White Brexit Party,2,2,3,4,7,11,12,17,21,14,8
10.6.24,White Conservatives,1,1,2,3,5,8,10,16,23,19,11
10.6.24,White Greens,2,3,4,6,9,13,14,16,17,10,5
10.6.24,White Labour,2,2,4,5,8,12,13,17,19,12,6
10.6.24,White Liberal Democrats,2,2,3,4,6,11,12,17,21,15,8
10.6.24,White Other,2,2,4,6,9,13,13,17,17,11,5
10.6.24,White SNP,1,1,3,4,6,10,12,17,22,15,9
13.5.24,National,1,1,3,5,5,9,11,16,20,17,11
13.5.24,Female,1,1,3,5,5,9,11,16,20,18,12
13.5.24,Male,1,2,3,5,5,10,12,16,19,17,10
13.5.24,18-24,2,2,4,7,7,12,13,16,17,12,7
13.5.24,25-49,2,2,4,6,6,11,13,17,19,14,8
13.5.24,50-64,1,1,3,5,5,9,12,16,20,17,10
13.5.24,65+,1,1,2,3,3,6,9,14,21,23,17
13.5.24,Asian,2,2,3,6,6,10,12,16,19,15,9
13.5.24,Black,1,1,2,4,4,7,9,15,21,21,16
13.5.24,Mixed,2,2,4,6,6,10,12,16,19,15,9
13.5.24,Other,1,1,2,3,3,7,9,14,21,22,17
13.5.24,White,1,1,3,5,5,9,11,16,20,17,11
13.5.24,Brexit Party,2,2,5,8,7,12,13,16,16,11,6
13.5.24,Conservatives,1,1,2,4,4,7,10,15,21,21,15
13.5.24,Greens,2,2,4,6,6,11,13,16,18,14,8
13.5.24,Labour,2,2,4,7,6,11,13,16,18,14,8
13.5.24,Liberal Democrats,1,2,3,5,5,10,12,16,19,16,10
13.5.24,Other,2,2,4,6,6,11,12,16,19,15,9
13.5.24,SNP,1,2,3,5,5,10,12,16,19,16,9
13.5.24,Female 18-24,2,2,5,8,7,12,13,16,16,12,6
13.5.24,Female 25-49,2,2,4,6,6,11,13,17,19,15,8
13.5.24,Female 50-64,1,1,3,5,5,9,11,16,20,18,11
13.5.24,Female 65+,1,1,1,3,3,6,8,13,21,24,19
13.5.24,Male 18-24,2,2,4,7,6,11,13,16,18,13,7
13.5.24,Male 25-49,2,2,4,6,6,11,13,17,18,14,8
13.5.24,Male 50-64,1,1,3,5,5,10,12,16,20,16,10
13.5.24,Male 65+,1,1,2,3,3,7,9,15,21,22,16
13.5.24,Female Asian,1,2,3,6,6,10,12,16,19,16,9
13.5.24,Female Black,1,1,2,4,4,7,10,15,21,21,15
13.5.24,Female Mixed,2,2,3,6,5,10,12,16,19,16,10
13.5.24,Female Other,1,1,2,4,4,7,9,14,20,21,17
13.5.24,Female White,1,1,3,5,5,9,11,16,20,18,12
13.5.24,Male Asian,2,2,4,6,6,11,12,16,19,15,9
13.5.24,Male Black,1,1,2,3,4,7,9,15,21,22,16
13.5.24,Male Mixed,2,2,4,6,6,11,12,16,18,14,8
13.5.24,Male Other,1,1,2,3,3,7,9,14,21,22,17
13.5.24,Male White,1,2,3,5,5,10,12,16,19,16,10
13.5.24,Female Brexit Party,2,2,4,7,7,12,13,16,17,13,7
13.5.24,Female Conservatives,1,1,2,3,4,7,9,15,21,22,16
13.5.24,Female Greens,2,2,4,6,6,11,12,16,19,15,9
13.5.24,Female Labour,2,2,4,6,6,11,13,16,18,14,8
13.5.24,Female Liberal Democrats,1,1,3,5,5,9,12,16,20,17,10
13.5.24,Female Other,1,2,3,5,5,10,12,16,19,16,10
13.5.24,Female SNP,1,2,3,5,5,10,12,16,20,16,10
13.5.24,Male Brexit Party,2,3,5,8,8,13,13,16,16,11,6
13.5.24,Male Conservatives,1,1,2,4,4,8,10,15,21,20,13
13.5.24,Male Greens,2,2,4,7,6,11,13,16,18,13,7
13.5.24,Male Labour,2,2,4,7,6,11,13,16,18,13,7
13.5.24,Male Liberal Democrats,1,2,3,6,6,10,12,16,19,15,9
13.5.24,Male Other,2,2,4,6,6,11,13,16,18,14,8
13.5.24,Male SNP,1,2,3,6,6,10,12,16,19,15,9
13.5.24,18-24 Asian,2,2,4,7,7,12,13,16,17,12,7
13.5.24,18-24 Black,1,1,3,5,5,10,12,17,20,16,9
13.5.24,18-24 Mixed,3,3,6,9,8,13,14,15,15,10,5
13.5.24,18-24 Other,1,1,3,5,5,10,12,17,20,16,10
13.5.24,18-24 White,2,2,4,7,7,12,13,16,17,12,7
13.5.24,25-49 Asian,2,2,4,6,6,11,13,17,18,14,8
13.5.24,25-49 Black,1,1,3,5,5,9,11,16,21,18,11
13.5.24,25-49 Mixed,2,2,5,8,7,13,14,16,16,11,6
13.5.24,25-49 Other,1,1,3,5,5,9,11,16,21,18,11
13.5.24,25-49 White,2,2,4,6,6,11,13,17,18,14,8
13.5.24,50-64 Asian,1,1,3,5,5,9,12,16,20,17,10
13.5.24,50-64 Black,1,1,2,4,4,7,10,15,21,21,14
13.5.24,50-64 Mixed,2,2,4,7,6,11,13,16,18,13,7
13.5.24,50-64 Other,1,1,2,4,4,7,10,15,21,21,14
13.5.24,50-64 White,1,1,3,5,5,9,12,16,20,17,10
13.5.24,65+ Asian,1,1,2,3,3,6,9,14,22,23,17
13.5.24,65+ Black,1,1,1,2,2,5,7,12,21,26,22
13.5.24,65+ Mixed,1,1,2,4,4,8,10,16,21,19,13
13.5.24,65+ Other,1,1,1,2,2,5,7,12,21,26,22
13.5.24,65+ White,1,1,2,3,3,6,9,14,22,23,17
13.5.24,18-24 Brexit Party,3,3,6,10,9,14,14,15,13,8,4
13.5.24,18-24 Conservatives,1,1,3,5,5,10,12,17,20,16,9
13.5.24,18-24 Greens,2,2,5,8,7,12,14,16,16,11,6
13.5.24,18-24 Labour,2,2,5,8,7,12,14,16,16,11,6
13.5.24,18-24 Liberal Democrats,2,2,4,7,7,12,13,17,17,13,7
13.5.24,18-24 Other,2,2,5,8,7,12,14,16,16,11,6
13.5.24,18-24 SNP,2,2,4,7,6,11,13,17,18,13,7
13.5.24,25-49 Brexit Party,3,3,6,10,9,14,14,15,14,9,4
13.5.24,25-49 Conservatives,1,1,3,5,5,9,12,16,20,17,10
13.5.24,25-49 Greens,2,2,4,7,7,12,13,17,17,12,7
13.5.24,25-49 Labour,2,2,4,7,7,12,13,17,17,12,7
13.5.24,25-49 Liberal Democrats,2,2,4,6,6,11,13,17,18,14,8
13.5.24,25-49 Other,2,2,4,7,7,12,13,16,17,12,6
13.5.24,25-49 SNP,2,2,4,6,6,11,13,17,19,14,8
13.5.24,50-64 Brexit Party,2,3,5,8,8,13,14,16,15,10,5
13.5.24,50-64 Conservatives,1,1,2,4,4,8,11,16,21,19,12
13.5.24,50-64 Greens,2,2,4,6,6,11,13,17,19,14,8
13.5.24,50-64 Labour,2,2,4,6,6,11,13,17,19,14,8
13.5.24,50-64 Liberal Democrats,1,1,3,5,5,10,12,17,20,16,9
13.5.24,50-64 Other,2,2,4,6,6,11,13,17,18,14,8
13.5.24,50-64 SNP,1,1,3,5,5,10,12,17,20,16,10
13.5.24,65+ Brexit Party,1,2,3,6,6,10,12,17,19,15,9
13.5.24,65+ Conservatives,1,1,1,3,3,5,8,13,21,25,20
13.5.24,65+ Greens,1,1,2,4,4,8,10,15,21,20,14
13.5.24,65+ Labour,1,1,2,4,4,8,10,16,21,20,13
13.5.24,65+ Liberal Democrats,1,1,2,3,4,7,10,15,22,21,15
13.5.24,65+ Other,1,1,2,4,4,8,10,16,21,19,13
13.5.24,65+ SNP,1,1,2,3,3,7,9,15,22,22,15
13.5.24,Asian Brexit Party,3,3,6,9,8,13,14,15,15,10,5
13.5.24,Asian Conservatives,1,1,2,4,4,8,11,16,21,19,12
13.5.24,Asian Greens,2,2,4,7,7,12,13,16,17,13,7
13.5.24,Asian Labour,2,2,4,7,7,12,13,16,17,12,7
13.5.24,Asian Liberal Democrats,2,2,4,6,6,11,13,17,19,14,8
13.5.24,Asian Other,2,2,4,7,7,11,13,16,18,13,7
13.5.24,Asian SNP,2,2,4,6,6,11,13,17,19,14,8
13.5.24,Black Brexit Party,1,2,3,6,6,10,12,16,19,15,9
13.5.24,Black Conservatives,1,1,1,3,3,5,8,13,21,25,20
13.5.24,Black Greens,1,1,3,5,5,9,11,16,20,18,11
13.5.24,Black Labour,1,1,3,5,5,9,11,16,20,17,11
13.5.24,Black Liberal Democrats,1,1,2,4,4,8,10,15,21,20,14
13.5.24,Black Other,1,1,2,4,4,8,11,16,21,19,12
13.5.24,Black SNP,1,1,2,4,4,8,10,15,21,20,13
13.5.24,Mixed Brexit Party,3,3,6,9,8,13,13,15,15,10,5
13.5.24,Mixed Conservatives,1,1,3,4,4,8,11,16,21,19,12
13.5.24,Mixed Greens,2,2,5,8,7,12,13,16,16,12,6
13.5.24,Mixed Labour,2,3,5,8,7,12,13,16,16,11,6
13.5.24,Mixed Liberal Democrats,2,2,4,7,6,11,13,16,18,14,8
13.5.24,Mixed Other,2,2,4,7,7,12,13,16,17,13,7
13.5.24,Mixed SNP,2,2,4,7,6,11,13,16,18,13,7
13.5.24,Other Brexit Party,1,2,3,5,5,10,12,16,20,16,10
13.5.24,Other Conservatives,1,1,1,2,3,5,7,13,21,25,21
13.5.24,Other Greens,1,1,3,4,5,9,11,16,21,18,12
13.5.24,Other Labour,1,1,3,5,5,9,11,16,20,18,11
13.5.24,Other Liberal Democrats,1,1,2,4,4,7,10,15,21,21,15
13.5.24,Other Other,1,1,2,4,4,8,10,15,21,20,13
13.5.24,Other SNP,1,1,2,4,4,7,10,15,21,21,14
13.5.24,White Brexit Party,2,2,5,8,7,12,13,16,16,11,6
