"Date","Demographic.Level","Not.at.all","Somewhat","Moderately","Very","Extremely"
"18.3.24","Asian Labour",15,38,25,19,3
"18.3.24","Asian Liberal Democrats",26,27,20,27,0
"18.3.24","Asian Other",0,0,100,0,0
"18.3.24","Asian SNP",59,0,41,0,0
"18.3.24","Black Brexit Party",51,0,38,10,0
"18.3.24","Black Conservatives",4,42,7,47,0
"18.3.24","Black Greens",100,0,0,0,0
"18.3.24","Black Labour",18,22,26,33,0
"18.3.24","Black Liberal Democrats",0,0,0,100,0
"18.3.24","Black Other",57,0,12,31,0
"18.3.24","Black SNP",0,0,0,100,0
"18.3.24","Mixed Brexit Party",1,0,99,0,0
"18.3.24","Mixed Conservatives",52,30,0,18,0
"18.3.24","Mixed Greens",100,0,0,0,0
"18.3.24","Mixed Labour",48,25,15,8,3
"18.3.24","Mixed Liberal Democrats",0,0,100,0,0
"18.3.24","Mixed Other",0,0,100,0,0
"18.3.24","Mixed SNP",23,0,75,0,2
"18.3.24","Other Brexit Party",33,61,0,0,6
"18.3.24","Other Conservatives",49,3,23,0,25
"18.3.24","Other Greens",53,28,0,0,19
"18.3.24","Other Labour",13,46,22,6,13
"18.3.24","Other Liberal Democrats",53,47,0,0,0
"18.3.24","Other Ethnicity Other Party",92,0,8,0,0
"18.3.24","Other SNP",0,90,0,0,10
"18.3.24","White Brexit Party",22,16,45,10,7
"18.3.24","White Conservatives",44,27,16,9,5
"18.3.24","White Greens",39,27,15,13,6
"18.3.24","White Labour",34,31,21,10,5
"18.3.24","White Liberal Democrats",42,29,21,5,3
"18.3.24","White Other",42,29,18,3,8
"18.3.24","White SNP",35,40,11,11,2
"19.2.24","National",33,29,23,11,4
"19.2.24","Female",30,31,23,11,5
"19.2.24","Male",35,27,23,10,4
"19.2.24","18-24",19,44,23,11,3
"19.2.24","25-49",27,33,24,11,5
"19.2.24","50-64",37,29,17,11,6
"19.2.24","65+",41,19,27,9,3
"19.2.24","Asian",30,28,23,14,5
"19.2.24","Black",28,16,29,27,0
"19.2.24","Mixed",12,19,65,2,2
"19.2.24","Other Ethnicity",21,6,69,4,0
"19.2.24","White",35,32,19,10,5
"19.2.24","Brexit Party",38,9,24,22,7
"19.2.24","Conservatives",36,25,25,9,5
"19.2.24","Greens",25,41,17,10,7
"19.2.24","Labour",31,32,20,13,4
"19.2.24","Liberal Democrats",28,35,27,7,4
"19.2.24","Other Party",38,34,13,13,1
"19.2.24","SNP",27,33,19,16,5
"19.2.24","Female 18-24",17,44,22,13,4
"19.2.24","Female 25-49",26,36,23,11,4
"19.2.24","Female 50-64",33,31,16,13,7
"19.2.24","Female 65+",37,20,29,9,5
"19.2.24","Male 18-24",21,43,24,9,3
"19.2.24","Male 25-49",28,30,25,12,5
"19.2.24","Male 50-64",41,27,18,9,5
"19.2.24","Male 65+",45,18,25,10,2
"19.2.24","Female Asian",30,27,28,11,4
"19.2.24","Female Black",22,16,45,17,0
"19.2.24","Female Mixed",14,27,58,1,0
"19.2.24","Female Other",28,4,57,11,0
"19.2.24","Female White",31,33,19,11,6
"19.2.24","Male Asian",29,29,18,18,6
"19.2.24","Male Black",32,16,17,34,0
"19.2.24","Male Mixed",9,11,72,3,5
"19.2.24","Male Other",16,7,76,0,0
"19.2.24","Male White",39,30,19,9,4
"19.2.24","Female Brexit Party",33,25,1,42,0
"19.2.24","Female Conservatives",32,27,27,8,6
"19.2.24","Female Greens",18,45,18,10,9
"19.2.24","Female Labour",30,33,18,15,3
"19.2.24","Female Liberal Democrats",27,37,26,5,5
"19.2.24","Female Other",37,25,17,18,3
"19.2.24","Female SNP",21,38,24,13,3
"19.2.24","Male Brexit Party",40,0,36,12,11
"19.2.24","Male Conservatives",39,24,24,10,3
"19.2.24","Male Greens",32,37,16,11,5
"19.2.24","Male Labour",32,31,22,11,5
"19.2.24","Male Liberal Democrats",29,33,27,9,2
"19.2.24","Male Other",39,40,10,11,0
"19.2.24","Male SNP",32,28,15,19,6
"19.2.24","18-24 Asian",22,49,23,7,0
"19.2.24","18-24 Black",23,22,25,30,0
"19.2.24","18-24 Mixed",32,11,53,5,0
"19.2.24","18-24 Other",60,14,22,3,0
"19.2.24","18-24 White",15,49,21,11,5
"19.2.24","25-49 Asian",28,26,21,19,7
"19.2.24","25-49 Black",22,19,38,21,0
"19.2.24","25-49 Mixed",8,30,53,0,9
"19.2.24","25-49 Other",18,14,57,11,0
"19.2.24","25-49 White",28,36,21,10,4
"19.2.24","50-64 Asian",48,27,8,11,5
"19.2.24","50-64 Black",46,22,9,23,0
"19.2.24","50-64 Mixed",0,98,0,2,0
"19.2.24","50-64 Other",0,0,100,0,0
"19.2.24","50-64 White",37,29,17,11,6
"19.2.24","65+ Asian",20,13,57,10,0
"19.2.24","65+ Black",26,9,32,33,0
"19.2.24","65+ Mixed",10,2,85,2,0
"19.2.24","65+ Other",19,1,79,1,0
"19.2.24","65+ White",48,23,16,9,4
"19.2.24","18-24 Brexit Party",46,0,28,26,0
"19.2.24","18-24 Conservatives",24,34,35,7,0
"19.2.24","18-24 Greens",0,45,19,19,18
"19.2.24","18-24 Labour",22,36,24,13,5
"19.2.24","18-24 Liberal Democrats",1,90,9,0,0
"19.2.24","18-24 Other",0,96,0,4,0
"19.2.24","18-24 SNP",21,56,0,23,0
"19.2.24","25-49 Brexit Party",47,6,19,28,0
"19.2.24","25-49 Conservatives",29,30,23,12,7
"19.2.24","25-49 Greens",27,40,19,11,3
"19.2.24","25-49 Labour",26,36,23,12,3
"19.2.24","25-49 Liberal Democrats",25,35,30,7,3
"19.2.24","25-49 Other",23,55,22,0,0
"19.2.24","25-49 SNP",27,28,24,13,8
"19.2.24","50-64 Brexit Party",27,18,40,15,0
"19.2.24","50-64 Conservatives",40,28,16,11,5
"19.2.24","50-64 Greens",31,43,18,4,4
"19.2.24","50-64 Labour",32,31,16,14,6
"19.2.24","50-64 Liberal Democrats",41,25,21,5,7
"19.2.24","50-64 Other",50,30,2,14,4
"19.2.24","50-64 SNP",29,36,12,19,4
"19.2.24","65+ Brexit Party",39,4,10,25,21
"19.2.24","65+ Conservatives",39,20,32,6,3
"19.2.24","65+ Greens",31,39,10,8,13
"19.2.24","65+ Labour",58,15,9,17,1
"19.2.24","65+ Liberal Democrats",31,23,33,10,3
"19.2.24","65+ Other",55,0,16,29,0
"19.2.24","65+ SNP",27,26,31,17,0
"19.2.24","Asian Brexit Party",3,33,64,0,0
"19.2.24","Asian Conservatives",36,15,22,18,9
"19.2.24","Asian Greens",0,100,0,0,0
"19.2.24","Asian Labour",26,30,25,15,4
"19.2.24","Asian Liberal Democrats",38,42,20,0,0
"19.2.24","Asian Other",0,42,22,36,0
"19.2.24","Asian SNP",25,26,22,27,0
"19.2.24","Black Brexit Party",0,0,0,100,0
"19.2.24","Black Conservatives",42,16,23,19,0
"19.2.24","Black Greens",0,100,0,0,0
"19.2.24","Black Labour",25,17,22,36,0
"19.2.24","Black Liberal Democrats",4,0,96,0,0
"19.2.24","Black Other",0,57,0,42,0
"19.2.24","Black SNP",0,0,0,100,0
"19.2.24","Mixed Brexit Party",0,41,53,6,0
"19.2.24","Mixed Conservatives",0,15,85,0,0
"19.2.24","Mixed Greens",0,100,0,0,0
"19.2.24","Mixed Labour",39,18,34,0,8
"19.2.24","Mixed Liberal Democrats",0,14,86,0,0
"19.2.24","Mixed Other",0,25,0,75,0
"19.2.24","Mixed SNP",0,25,62,13,0
"19.2.24","Other Brexit Party",11,6,83,0,0
"19.2.24","Other Conservatives",0,0,100,0,0
"19.2.24","Other Greens",0,85,15,0,0
"19.2.24","Other Labour",63,10,13,13,0
"19.2.24","Other Liberal Democrats",13,8,80,0,0
"19.2.24","Other Ethnicity Other Party",0,8,78,14,0
"19.2.24","Other SNP",22,0,77,0,0
"19.2.24","White Brexit Party",46,6,18,21,9
"19.2.24","White Conservatives",39,29,19,8,5
"19.2.24","White Greens",31,27,21,13,9
"19.2.24","White Labour",30,35,19,12,4
"19.2.24","White Liberal Democrats",31,38,18,8,5
"19.2.24","White Other",48,34,10,6,1
"19.2.24","White SNP",30,38,16,11,6
"22.1.24","National",33,29,22,12,4
"22.1.24","Female",32,27,24,13,4
"22.1.24","Male",35,30,20,11,4
"22.1.24","18-24",24,40,25,9,2
"22.1.24","25-49",27,32,21,15,5
"22.1.24","50-64",39,23,20,14,4
"22.1.24","65+",41,24,24,7,4
"22.1.24","Asian",32,25,26,11,6
"22.1.24","Black",14,62,7,12,5
"22.1.24","Mixed",10,22,60,8,1
"22.1.24","Other Ethnicity",3,25,52,17,3
"22.1.24","White",37,27,20,12,4
"22.1.24","Brexit Party",36,28,10,17,9
"22.1.24","Conservatives",36,23,24,12,5
"22.1.24","Greens",33,34,23,4,6
"22.1.24","Labour",30,31,21,13,4
"22.1.24","Liberal Democrats",33,40,19,8,0
"22.1.24","Other Party",57,29,6,4,3
"22.1.24","SNP",17,31,33,14,4
"22.1.24","Female 18-24",23,39,25,11,2
"22.1.24","Female 25-49",25,33,24,14,4
"22.1.24","Female 50-64",36,22,20,16,5
"22.1.24","Female 65+",39,21,28,9,4
"22.1.24","Male 18-24",25,40,25,7,2
"22.1.24","Male 25-49",28,32,19,15,6
"22.1.24","Male 50-64",42,24,19,11,3
"22.1.24","Male 65+",43,28,20,6,4
"22.1.24","Female Asian",28,25,31,12,4
"22.1.24","Female Black",17,51,8,17,7
"22.1.24","Female Mixed",9,23,56,12,0
"22.1.24","Female Other",0,20,64,16,0
"22.1.24","Female White",35,27,22,12,4
"22.1.24","Male Asian",37,25,21,11,7
"22.1.24","Male Black",12,70,7,7,3
"22.1.24","Male Mixed",10,21,64,3,2
"22.1.24","Male Other",5,28,44,18,5
"22.1.24","Male White",40,28,17,11,4
"22.1.24","Female Brexit Party",33,22,18,12,15
"22.1.24","Female Conservatives",34,21,27,14,5
"22.1.24","Female Greens",34,33,25,4,4
"22.1.24","Female Labour",28,32,23,14,3
"22.1.24","Female Liberal Democrats",36,39,17,7,1
"22.1.24","Female Other",59,24,11,0,6
"22.1.24","Female SNP",18,28,31,18,5
"22.1.24","Male Brexit Party",37,31,6,20,6
"22.1.24","Male Conservatives",39,25,21,11,4
"22.1.24","Male Greens",33,35,20,4,9
"22.1.24","Male Labour",33,31,18,12,6
"22.1.24","Male Liberal Democrats",30,41,20,9,0
"22.1.24","Male Other",56,31,4,7,2
"22.1.24","Male SNP",16,35,35,10,4
"22.1.24","18-24 Asian",30,32,28,7,3
"22.1.24","18-24 Black",1,80,19,0,0
"22.1.24","18-24 Mixed",0,18,82,0,0
"22.1.24","18-24 Other",0,23,1,77,0
"22.1.24","18-24 White",28,40,22,7,2
"22.1.24","25-49 Asian",29,24,27,14,6
"22.1.24","25-49 Black",22,40,10,23,5
"22.1.24","25-49 Mixed",16,34,18,29,4
"22.1.24","25-49 Other",10,22,28,30,10
"22.1.24","25-49 White",28,33,21,13,5
"22.1.24","50-64 Asian",32,27,18,14,9
"22.1.24","50-64 Black",37,12,9,25,18
"22.1.24","50-64 Mixed",44,56,0,0,0
"22.1.24","50-64 Other",0,11,81,8,0
"22.1.24","50-64 White",40,23,20,14,3
"22.1.24","65+ Asian",51,15,34,0,0
"22.1.24","65+ Black",2,98,0,0,0
"22.1.24","65+ Mixed",4,11,86,0,0
"22.1.24","65+ Other",0,31,69,0,0
"22.1.24","65+ White",51,19,16,10,5
"22.1.24","18-24 Brexit Party",13,87,0,0,0
"22.1.24","18-24 Conservatives",25,51,13,11,0
"22.1.24","18-24 Greens",0,27,73,0,0
"22.1.24","18-24 Labour",29,34,22,12,3
"22.1.24","18-24 Liberal Democrats",25,62,13,0,0
"22.1.24","18-24 Other",18,82,0,0,0
"22.1.24","18-24 SNP",0,3,97,0,0
"22.1.24","25-49 Brexit Party",42,24,23,4,6
"22.1.24","25-49 Conservatives",27,27,22,18,7
"22.1.24","25-49 Greens",35,33,18,8,6
"22.1.24","25-49 Labour",25,36,21,14,5
"22.1.24","25-49 Liberal Democrats",30,35,22,13,0
"22.1.24","25-49 Other",49,29,13,3,6
"22.1.24","25-49 SNP",17,36,23,16,8
"22.1.24","50-64 Brexit Party",31,16,5,47,0
"22.1.24","50-64 Conservatives",40,23,19,14,4
"22.1.24","50-64 Greens",44,39,8,0,9
"22.1.24","50-64 Labour",36,21,23,14,5
"22.1.24","50-64 Liberal Democrats",43,25,23,8,2
"22.1.24","50-64 Other",62,21,9,3,5
"22.1.24","50-64 SNP",29,23,22,23,3
"22.1.24","65+ Brexit Party",39,33,7,0,21
"22.1.24","65+ Conservatives",42,17,29,8,4
"22.1.24","65+ Greens",42,35,11,0,11
"22.1.24","65+ Labour",44,26,19,9,3
"22.1.24","65+ Liberal Democrats",31,54,12,3,0
"22.1.24","65+ Other",71,20,0,9,0
"22.1.24","65+ SNP",20,52,18,10,0
"22.1.24","Asian Brexit Party",70,0,0,30,0
"22.1.24","Asian Conservatives",41,12,20,18,10
"22.1.24","Asian Greens",48,52,0,0,0
"22.1.24","Asian Labour",20,36,29,10,5
"22.1.24","Asian Liberal Democrats",30,30,41,0,0
"22.1.24","Asian Other",100,0,0,0,0
"22.1.24","Asian SNP",27,28,44,0,0
"22.1.24","Black Brexit Party",0,54,0,46,0
"22.1.24","Black Conservatives",15,64,6,7,8
"22.1.24","Black Greens",0,100,0,0,0
"22.1.24","Black Labour",13,63,12,9,3
"22.1.24","Black Liberal Democrats",18,66,0,16,0
"22.1.24","Black Other",69,0,0,31,0
"22.1.24","Black SNP",0,26,19,55,0
"22.1.24","Mixed Brexit Party",0,39,61,0,0
"22.1.24","Mixed Conservatives",12,8,78,2,0
"22.1.24","Mixed Greens",32,34,0,33,0
"22.1.24","Mixed Labour",5,14,62,16,3
"22.1.24","Mixed Liberal Democrats",0,91,0,9,0
"22.1.24","Mixed Other",88,12,0,0,0
"22.1.24","Mixed SNP",0,43,57,0,0
"22.1.24","Other Brexit Party",13,67,11,10,0
"22.1.24","Other Conservatives",0,0,84,16,0
"22.1.24","Other Greens",20,80,0,0,0
"22.1.24","Other Labour",0,30,27,32,10
"22.1.24","Other Liberal Democrats",9,86,5,0,0
"22.1.24","Other Ethnicity Other Party",19,81,0,0,0
"22.1.24","Other SNP",19,45,36,0,0
"22.1.24","White Brexit Party",38,26,9,15,11
"22.1.24","White Conservatives",40,23,19,13,4
"22.1.24","White Greens",34,26,28,3,8
"22.1.24","White Labour",35,30,19,12,4
"22.1.24","White Liberal Democrats",37,35,19,9,1
"22.1.24","White Other",52,32,8,4,4
"22.1.24","White SNP",18,31,32,14,5
"4.3.24","National",31,34,19,11,5
"4.3.24","Female",30,31,21,13,5
"4.3.24","Male",31,37,18,10,4
"4.3.24","18-24",31,40,17,9,3
"4.3.24","25-49",26,34,21,13,6
"4.3.24","50-64",30,30,22,13,5
"4.3.24","65+",37,35,16,8,4
"4.3.24","Asian",25,42,14,14,5
"4.3.24","Black",10,39,27,22,2
"4.3.24","Mixed",44,46,2,7,0
"4.3.24","Other Ethnicity",12,53,28,3,3
"4.3.24","White",33,32,20,11,5
"4.3.24","Brexit Party",19,41,13,21,7
"4.3.24","Conservatives",31,34,20,10,5
"4.3.24","Greens",23,41,15,16,5
"4.3.24","Labour",30,35,21,11,4
"4.3.24","Liberal Democrats",36,32,15,14,3
"4.3.24","Other Party",23,29,20,19,9
"4.3.24","SNP",33,31,17,11,8
"4.3.24","Female 18-24",34,35,17,11,2
"4.3.24","Female 25-49",26,34,22,13,5
"4.3.24","Female 50-64",29,23,24,18,5
"4.3.24","Female 65+",36,31,18,10,5
"4.3.24","Male 18-24",29,44,17,7,3
"4.3.24","Male 25-49",26,34,21,13,6
"4.3.24","Male 50-64",31,38,19,8,4
"4.3.24","Male 65+",38,39,13,7,2
"4.3.24","Female Asian",31,35,17,14,3
"4.3.24","Female Black",15,25,39,21,1
"4.3.24","Female Mixed",48,44,3,5,0
"4.3.24","Female Other",15,41,35,6,3
"4.3.24","Female White",31,30,20,13,6
"4.3.24","Male Asian",19,49,11,14,6
"4.3.24","Male Black",7,50,19,22,2
"4.3.24","Male Mixed",41,48,1,10,0
"4.3.24","Male Other",11,60,24,2,3
"4.3.24","Male White",35,34,19,8,4
"4.3.24","Female Brexit Party",16,34,16,28,7
"4.3.24","Female Conservatives",29,30,21,13,6
"4.3.24","Female Greens",23,28,21,23,6
"4.3.24","Female Labour",30,32,21,12,4
"4.3.24","Female Liberal Democrats",40,29,16,10,4
"4.3.24","Female Other",15,27,36,16,5
"4.3.24","Female SNP",32,30,20,16,2
"4.3.24","Male Brexit Party",20,44,11,18,7
"4.3.24","Male Conservatives",33,38,18,8,3
"4.3.24","Male Greens",24,56,8,8,4
"4.3.24","Male Labour",29,38,21,8,4
"4.3.24","Male Liberal Democrats",32,34,15,17,3
"4.3.24","Male Other",27,31,11,21,10
"4.3.24","Male SNP",34,32,14,6,15
"4.3.24","18-24 Asian",35,46,5,5,9
"4.3.24","18-24 Black",0,52,21,24,3
"4.3.24","18-24 Mixed",48,47,0,5,0
"4.3.24","18-24 Other",33,0,54,6,7
"4.3.24","18-24 White",32,39,18,9,2
"4.3.24","25-49 Asian",25,40,17,12,6
"4.3.24","25-49 Black",20,24,29,27,0
"4.3.24","25-49 Mixed",45,40,8,7,0
"4.3.24","25-49 Other",25,15,45,9,7
"4.3.24","25-49 White",26,34,21,13,6
"4.3.24","50-64 Asian",26,35,13,27,0
"4.3.24","50-64 Black",20,23,15,33,9
"4.3.24","50-64 Mixed",81,8,0,11,0
"4.3.24","50-64 Other",2,8,87,0,4
"4.3.24","50-64 White",31,31,21,12,5
"4.3.24","65+ Asian",17,53,15,15,0
"4.3.24","65+ Black",0,55,33,11,0
"4.3.24","65+ Mixed",37,56,0,8,0
"4.3.24","65+ Other",3,96,0,0,0
"4.3.24","65+ White",44,26,17,9,5
"4.3.24","18-24 Brexit Party",21,61,0,18,0
"4.3.24","18-24 Conservatives",34,26,27,12,0
"4.3.24","18-24 Greens",4,60,0,36,0
"4.3.24","18-24 Labour",27,43,20,8,3
"4.3.24","18-24 Liberal Democrats",32,61,1,6,0
"4.3.24","18-24 Other",33,34,18,0,15
"4.3.24","18-24 SNP",81,4,0,0,14
"4.3.24","25-49 Brexit Party",25,34,12,30,0
"4.3.24","25-49 Conservatives",25,36,22,11,5
"4.3.24","25-49 Greens",25,41,11,16,7
"4.3.24","25-49 Labour",26,35,23,10,5
"4.3.24","25-49 Liberal Democrats",32,27,16,20,5
"4.3.24","25-49 Other",13,23,20,29,16
"4.3.24","25-49 SNP",17,32,23,16,12
"4.3.24","50-64 Brexit Party",23,37,11,18,11
"4.3.24","50-64 Conservatives",27,33,22,13,6
"4.3.24","50-64 Greens",29,30,27,14,0
"4.3.24","50-64 Labour",33,27,22,14,4
"4.3.24","50-64 Liberal Democrats",35,26,25,12,2
"4.3.24","50-64 Other",32,26,17,17,8
"4.3.24","50-64 SNP",46,30,12,11,1
"4.3.24","65+ Brexit Party",9,47,17,18,8
"4.3.24","65+ Conservatives",37,34,16,8,5
"4.3.24","65+ Greens",31,38,21,0,10
"4.3.24","65+ Labour",41,32,16,9,1
"4.3.24","65+ Liberal Democrats",45,34,10,7,3
"4.3.24","65+ Other",21,37,24,17,0
"4.3.24","65+ SNP",19,54,20,6,1
"4.3.24","Asian Brexit Party",0,0,0,100,0
"4.3.24","Asian Conservatives",21,48,13,18,0
"4.3.24","Asian Greens",20,64,17,0,0
"4.3.24","Asian Labour",31,39,20,4,5
"4.3.24","Asian Liberal Democrats",36,41,0,23,0
"4.3.24","Asian Other",0,0,0,61,39
"4.3.24","Asian SNP",7,30,21,0,41
"4.3.24","Black Brexit Party",0,39,0,61,0
"4.3.24","Black Conservatives",6,43,37,12,3
"4.3.24","Black Greens",25,75,0,0,0
"4.3.24","Black Labour",22,36,32,10,0
"4.3.24","Black Liberal Democrats",0,0,0,100,0
"4.3.24","Black Other",0,100,0,0,0
"4.3.24","Black SNP",0,90,0,0,10
"4.3.24","Mixed Brexit Party",27,8,0,65,0
"4.3.24","Mixed Conservatives",60,40,0,0,0
"4.3.24","Mixed Greens",15,84,1,0,0
"4.3.24","Mixed Labour",43,36,7,15,0
"4.3.24","Mixed Liberal Democrats",4,96,0,0,0
"4.3.24","Mixed Other",12,0,0,88,0
"4.3.24","Mixed SNP",20,78,2,0,0
"4.3.24","Other Brexit Party",14,60,17,10,0
"4.3.24","Other Conservatives",0,65,35,0,0
"4.3.24","Other Greens",94,0,6,0,0
"4.3.24","Other Labour",29,37,24,10,0
"4.3.24","Other Liberal Democrats",5,68,26,0,0
"4.3.24","Other Ethnicity Other Party",57,0,0,0,43
"4.3.24","Other SNP",0,31,5,0,65
"4.3.24","White Brexit Party",21,45,15,11,8
"4.3.24","White Conservatives",33,31,19,11,6
"4.3.24","White Greens",22,36,17,20,6
"4.3.24","White Labour",30,34,21,11,4
"4.3.24","White Liberal Democrats",41,28,18,8,4
"4.3.24","White Other",25,30,25,14,5
"4.3.24","White SNP",40,25,18,14,3
"5.2.24","National",34,32,19,11,4
"5.2.24","Female",31,31,22,11,6
"5.2.24","Male",37,34,16,11,3
"5.2.24","18-24",22,42,22,9,5
"5.2.24","25-49",27,34,21,15,3
"5.2.24","50-64",35,26,22,11,6
"5.2.24","65+",47,31,12,6,4
"5.2.24","Asian",25,31,22,17,4
"5.2.24","Black",42,18,20,15,6
"5.2.24","Mixed",15,58,8,12,6
"5.2.24","Other Ethnicity",9,65,25,0,0
"5.2.24","White",36,30,18,10,4
"5.2.24","Brexit Party",31,36,20,5,7
"5.2.24","Conservatives",38,30,17,10,5
"5.2.24","Greens",33,27,30,8,2
"5.2.24","Labour",28,36,21,12,4
"5.2.24","Liberal Democrats",37,32,16,10,5
"5.2.24","Other Party",37,41,13,6,3
"5.2.24","SNP",35,29,18,15,3
"5.2.24","Female 18-24",19,39,27,8,7
"5.2.24","Female 25-49",25,34,22,16,4
"5.2.24","Female 50-64",33,25,25,10,7
"5.2.24","Female 65+",43,28,16,5,7
"5.2.24","Male 18-24",26,45,17,9,3
"5.2.24","Male 25-49",30,35,19,14,3
"5.2.24","Male 50-64",37,28,19,12,5
"5.2.24","Male 65+",50,33,9,6,1
"5.2.24","Female Asian",20,31,31,14,4
"5.2.24","Female Black",31,13,31,15,10
"5.2.24","Female Mixed",13,58,4,13,11
"5.2.24","Female Other",7,60,32,0,0
"5.2.24","Female White",34,29,21,10,6
"5.2.24","Male Asian",31,32,14,20,3
"5.2.24","Male Black",50,21,11,14,3
"5.2.24","Male Mixed",18,58,12,12,0
"5.2.24","Male Other",11,68,21,0,0
"5.2.24","Male White",39,32,16,10,3
"5.2.24","Female Brexit Party",29,27,26,0,18
"5.2.24","Female Conservatives",35,28,22,9,6
"5.2.24","Female Greens",26,31,35,5,3
"5.2.24","Female Labour",25,34,23,13,5
